ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,PaymentReceived,ReceivedDate,JobTitle,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails,Link_1
7729,7725,Payment received on 25 July 2024 - £418.44,2024-07-29,2024-07-29,,Employment and earnings - Ad hoc payments,Kirsteen Sullivan,5179,True,25/07/2024,,Monetary,Final payment as councillor for allowance and responsibility payment,418.44,30.00,Estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7729
7777,7768,Payment received on 25 July 2024 - £401.10,2024-07-29,2024-07-29,,Employment and earnings - Ad hoc payments,Carla Denyer,5102,True,25/07/2024,,Monetary,This is a final payment,401.10,0.00,none since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7777
7617,7612,"Payment received on 26 July 2024 - £1,228.75",2024-07-26,2024-07-26,,Employment and earnings - Ad hoc payments,Richard Baker,5253,True,26/07/2024,,Monetary,,1228.75,38.00,approx.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7617
7660,6001,"Payment received on 26 July 2024 - £1,149.40",2024-07-26,2024-07-26,,Employment and earnings - Ad hoc payments,Tom Collins,5087,True,26/07/2024,,Monetary,Final payment of outstanding salary and holiday entitlement,1149.40,8.00,Contracted hours for July up to Friday 5th at 20% capacity,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7660
10345,7011,Payment received on 27 July 2024 - £546.37,2024-08-26,2024-07-26,,Employment and earnings - Ad hoc payments,Gill German,5104,True,27/07/2024,,Monetary,Final payment,546.37,0.00,None since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10345
7581,7576,"Payment received on 19 July 2024 - £2,311.24",2024-07-26,2024-07-26,,Employment and earnings - Ad hoc payments,Torsten Bell,5069,True,19/07/2024,,Monetary,Final payment,2311.24,0.00,None since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7581
6328,6322,Payment received on 12 July 2024 - £192.00,2024-07-25,2024-07-25,,Employment and earnings - Ad hoc payments,Peter Prinsley,5163,True,12/07/2024,,Monetary,,192.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6328
6325,6322,Payment received on 05 July 2024 - £80.00,2024-07-25,2024-07-25,,Employment and earnings - Ad hoc payments,Peter Prinsley,5163,True,05/07/2024,,Monetary,,80.00,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6325
6942,6941,Payment received on 16 July 2024 - £880.40,2024-07-25,2024-07-25,,Employment and earnings - Ad hoc payments,Peter Prinsley,5163,True,16/07/2024,,Monetary,,880.40,6.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6942
6324,6322,Payment received on 05 July 2024 - £778.00,2024-07-25,2024-07-25,,Employment and earnings - Ad hoc payments,Peter Prinsley,5163,True,05/07/2024,,Monetary,,778.00,5.00,several patient payments and 5 estimated hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6324
6944,6943,Payment received on 17 July 2024 - £500.00,2024-07-25,2024-07-25,,Employment and earnings - Ad hoc payments,Peter Prinsley,5163,True,17/07/2024,,Monetary,,500.00,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6944
6327,6322,Payment received on 10 July 2024 - £50.00,2024-07-25,2024-07-25,,Employment and earnings - Ad hoc payments,Peter Prinsley,5163,True,10/07/2024,,Monetary,,50.00,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6327
6999,6996,"Payment received on 15 July 2024 - £5,750.35",2024-07-23,2024-07-23,,Employment and earnings - Ad hoc payments,Lee Pitcher,5233,True,15/07/2024,,Monetary,Paid as part of the redundancy package from the organisation,5750.35,0.00,no hours worked since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6999
6791,6789,Payment expected for services on 03 July 2024 - £530.77,2024-07-22,2024-07-22,,Employment and earnings - Ad hoc payments,Luke Akehurst,5112,False,03/07/2024,,Monetary,,530.77,12.00,This employment ended before Polling Day,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6791
6792,6790,Payment expected for services on 03 July 2024 - £553.85,2024-07-22,2024-07-22,,Employment and earnings - Ad hoc payments,Luke Akehurst,5112,False,03/07/2024,,Monetary,Final salary payment for old job which ended before Polling Day,553.85,12.00,"Payment relates to work in old job, which ended before Polling Day",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6792
6905,6904,"Payment received on 18 July 2024 - £3,012.12",2024-07-22,2024-07-22,,Employment and earnings - Ad hoc payments,Matthew Patrick,5162,True,18/07/2024,,Monetary,,3012.12,0.00,No additional hours worked since my election.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6905
6928,6926,"Payment received on 04 June 2024 - £12,500.00",2024-07-22,2024-07-22,,Employment and earnings - Ad hoc payments,Sir Geoffrey Cox,1508,True,04/06/2024,,Monetary,,12500.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6928
6920,6919,"Payment received on 15 May 2024 - £379,185.20",2024-07-22,2024-07-22,,Employment and earnings - Ad hoc payments,Sir Geoffrey Cox,1508,True,15/05/2024,,Monetary,,379185.20,0.00,Final payment for hours already declared,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6920
6121,6115,"Payment expected for services on 12 July 2024 - £1,810.00",2024-07-18,2024-07-18,,Employment and earnings - Ad hoc payments,Shaun Davies,5041,False,12/07/2024,,Monetary,for 5 days of support spread across July,1810.00,40.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6121
6658,6656,"Payment received on 15 July 2024 - £1,800.00",2024-07-18,2024-07-18,,Employment and earnings - Ad hoc payments,Lee Barron,5315,True,15/07/2024,,Monetary,,1800.00,158.00,Holiday pay accrued estimated amount,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6658
6680,6031,"Payment received on 18 July 2024 - £7,575.00",2024-07-18,2024-07-18,,Employment and earnings - Ad hoc payments,Dr Neil Shastri-Hurst,5197,True,18/07/2024,,Monetary,,7575.00,43.29,Number of hours worked is estimated,True,Prosperity Law LLP,False,"Vantage Point, 4 Harman Street, Spinningfields, Manchester M3 3HF",Solicitor,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6680
6231,5193,"Payment received on 09 July 2024 - £2,250.00",2024-07-15,2024-07-17,,Employment and earnings - Ad hoc payments,Suella Braverman,4475,True,09/07/2024,,Monetary,,2250.00,9.00,approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6231
6888,4365,"Payment received on 14 June 2024 - £8,364.00",2024-07-17,2024-07-17,,Employment and earnings - Ad hoc payments,Jess Phillips,4370,True,14/06/2024,,Monetary,Presenting a Podcast,8364.00,1.50,"per week in March, April and May 2024",True,Sky UK Ltd,False,"Sky Central, Grant Way, Isleworth, Middlesex TW7 5QD",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6888
5957,5956,"Payment received on 05 July 2024 - £1,000.00",2024-07-17,2024-07-17,,Employment and earnings - Ad hoc payments,Jess Phillips,4370,True,05/07/2024,,Monetary,"One hour speech at an event in Birmingham, fee was donated to local Birmingham Domestic Abuse Charity",1000.00,1.00,,False,,False,,,True,Paid direct to the recipient by the payer,Charity,,https://interests-api.parliament.uk/api/v1/Interests/5957
6547,6545,"Payment expected for services on 09 August 2024 - £1,250.00",2024-07-17,2024-07-17,,Employment and earnings - Ad hoc payments,Dr Simon Opher,5030,False,09/08/2024,,Monetary,,1250.00,35.00,estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6547
6527,6525,"Payment received on 15 July 2024 - £2,975.86",2024-07-17,2024-07-17,,Employment and earnings - Ad hoc payments,Emma Reynolds,4077,True,15/07/2024,,Monetary,Payment for outstanding annual leave from my previous employment.,2975.86,0.00,No additional hours since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6527
6509,3869,"Payment received on 03 June 2024 - £10,800.00",2024-07-16,2024-07-16,,Employment and earnings - Ad hoc payments,Suella Braverman,4475,True,03/06/2024,,Monetary,,10800.00,5.00,approximate,True,1LoD Ltd,False,"133 Houndsditch, London, EC3A 7BX",Financial intelligence and risk control firm,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6509
6366,6031,Payment received on 16 July 2024 - £250.00,2024-07-16,2024-07-16,,Employment and earnings - Ad hoc payments,Dr Neil Shastri-Hurst,5197,True,16/07/2024,,Monetary,,250.00,4.00,Number of hours worked is estimated,True,Carpenters Holdings Limited t/a Carpenters,False,"Leonard House, Scotts Quays, Birkenhead CH41 1FB",Solicitor,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6366
5964,3694,Payment received on 28 May 2024 - £250.00,2024-07-09,2024-07-16,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,True,28/05/2024,,Monetary,Article published in the Daily Telegraph on 9th May 2024,250.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5964
6510,6003,"Payment received on 15 July 2024 - £2,392.03",2024-07-16,2024-07-16,,Employment and earnings - Ad hoc payments,Danny Beales,5339,True,15/07/2024,,Monetary,,2392.03,30.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6510
6348,4836,"Payment received on 23 May 2024 - £2,000.00",2024-07-16,2024-07-16,,Employment and earnings - Ad hoc payments,Mark Garnier,4074,True,23/05/2024,,Monetary,Additional hours worked for launch event for new premises.,2000.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6348
6232,3869,"Payment received on 28 May 2024 - £10,339.00",2024-07-15,2024-07-15,,Employment and earnings - Ad hoc payments,Suella Braverman,4475,True,28/05/2024,,In kind,Return flights to Seoul and accommodation for my husband and I,10339.00,12.00,approximate,True,Chosun Media,False,"30 Sejong-daero 21-gil, Jung-gu, Seoul, South Korea",South Korea Media organisation,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6232
6120,6116,Payment expected for services on 01 June 2024 - £747.50,2024-07-11,2024-07-11,,Employment and earnings - Ad hoc payments,David Burton-Sampson,5106,False,01/06/2024,,Monetary,Final payment of Directors Salary,747.50,0.00,No additional hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6120
6082,6031,"Payment received on 10 July 2024 - £1,705.00",2024-07-11,2024-07-11,,Employment and earnings - Ad hoc payments,Dr Neil Shastri-Hurst,5197,True,10/07/2024,,Monetary,(Includes 15% to be deducted for Chambers fee),1705.00,10.00,(Estimated hours worked for preparation to appear at trial),True,Ageas Law LLP,False,"Helmot House, Churchill Way, Cardiff CF10 2HE",Solicitor,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6082
6084,6031,"Payment received on 11 July 2024 - £2,845.68",2024-07-11,2024-07-11,,Employment and earnings - Ad hoc payments,Dr Neil Shastri-Hurst,5197,True,11/07/2024,,Monetary,(includes 15% to be deducted for Chambers fees),2845.68,16.26,,True,Prosperity Law LLP,False,"Vantage Point,4 Hardman Street, Spinningfields, Manchester M3 3HF",Solicitor,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6084
6070,6069,"Payment received on 10 May 2024 - £2,000.00",2024-07-10,2024-07-10,,Employment and earnings - Ad hoc payments,Claire Coutinho,4806,True,10/05/2024,,Monetary,,2000.00,10.00,,False,,False,,,True,Donated by the Member to the recipient,Charity,,https://interests-api.parliament.uk/api/v1/Interests/6070
5937,3871,"Payment received on 05 June 2024 - £10,000.00",2024-07-08,2024-07-08,,Employment and earnings - Ad hoc payments,Chris Bryant,1446,True,05/06/2024,,Monetary,,10000.00,0.00,no further hours,True,Bloomsbury Publishing,False,"50 Bedford Square, London, WC1B 3DP",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5937
5935,3825,"Payment received on 08 May 2024 - £8,200.00",2024-05-28,2024-05-28,,Employment and earnings - Ad hoc payments,Wes Streeting,4504,True,08/05/2024,,Monetary,as a fourth and final advance payment for writing a book.,8200.00,0.00,no additional hours,True,Hodder & Stoughton,False,"Carmelite House, 50 Victoria Embankment, London EC4Y 0DZ",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5935
5919,5193,"Payment received on 28 May 2024 - £3,000.00",2024-05-28,2024-05-28,,Employment and earnings - Ad hoc payments,Suella Braverman,4475,True,28/05/2024,,Monetary,for articles.,3000.00,12.00,approx,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5919
5926,4169,Payment received on 30 April 2024 - £925.44,2024-05-16,2024-05-28,,Employment and earnings - Ad hoc payments,Yvette Cooper,420,True,30/04/2024,,Monetary,for additional sales of a book already published.,925.44,0.00,no additional hours,True,Atlantic Books Ltd,False,"Ormond House, 27 Boswell Street, London WC1 3JZ",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5926
5927,4341,Payment expected for services on 28 March 2024 - £743.81,2024-05-28,2024-05-28,,Employment and earnings - Ad hoc payments,Dr Andrew Murrison,1466,False,28/03/2024,,Monetary,"for work undertaken on 8 and 11 February, 23, 24 and 28 March 2024.",743.81,18.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5927
5858,5123,"Payment expected for services on 31 March 2024 - £4,750.00",2024-05-23,2024-05-23,,Employment and earnings - Ad hoc payments,Richard Fuller,3912,False,31/03/2024,,Monetary,"for three months notice for April, May and June 2024.",4750.00,0.00,none,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5858
5789,3818,Payment expected for services on 14 May 2024 - £150.00,2024-05-16,2024-05-17,,Employment and earnings - Ad hoc payments,Dame Karen Bradley,4110,False,14/05/2024,,Monetary,for a meeting.,150.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5789
5771,5770,"Payment received on 26 April 2024 - £1,000.00",2024-05-15,2024-05-17,,Employment and earnings - Ad hoc payments,Catherine McKinnell,4125,True,26/04/2024,,Monetary,for a speech at Maths Summit on financial education.,1000.00,1.00,,False,,False,,,True,Paid direct to the recipient by the payer,Charity,,https://interests-api.parliament.uk/api/v1/Interests/5771
5795,3680,Payment received on 15 May 2024 - £250.00,2024-05-15,2024-05-17,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,True,15/05/2024,,Monetary,,250.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5795
5776,5774,Payment received on 03 May 2024 - £300.00,2024-05-14,2024-05-16,,Employment and earnings - Ad hoc payments,Dr Rosena Allin-Khan,4573,True,03/05/2024,,Monetary,,300.00,2.50,including preparation time,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5776
5749,5606,"Payment received on 25 March 2024 - £1,000.00",2024-05-15,2024-05-16,,Employment and earnings - Ad hoc payments,Bell Ribeiro-Addy,4764,True,25/03/2024,,Monetary,,1000.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5749
5775,5774,Payment received on 26 April 2024 - £600.00,2024-05-14,2024-05-16,,Employment and earnings - Ad hoc payments,Dr Rosena Allin-Khan,4573,True,26/04/2024,,Monetary,,600.00,5.00,including preparation time,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5775
5730,5729,"Payment received on 30 April 2024 - £5,000.00",2024-05-13,2024-05-13,,Employment and earnings - Ad hoc payments,Sir Geoffrey Cox,1508,True,30/04/2024,,Monetary,for legal services provided between 1 and 15 April 2024.,5000.00,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5730
5728,5727,"Payment received on 30 April 2024 - £10,000.00",2024-05-13,2024-05-13,,Employment and earnings - Ad hoc payments,Sir Geoffrey Cox,1508,True,30/04/2024,,Monetary,for legal services provided between 11 March and 30 April 2024.,10000.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5728
5726,3636,Payment received on 01 May 2024 - £665.00,2024-05-08,2024-05-13,,Employment and earnings - Ad hoc payments,Dr Rosena Allin-Khan,4573,True,01/05/2024,,Monetary,,665.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5726
5704,5193,"Payment received on 08 May 2024 - £3,000.00",2024-05-10,2024-05-10,,Employment and earnings - Ad hoc payments,Suella Braverman,4475,True,08/05/2024,,Monetary,for articles.,3000.00,12.00,approx,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5704
5585,3869,"Payment received on 11 April 2024 - £25,452.40",2024-05-02,2024-05-09,,Employment and earnings - Ad hoc payments,Suella Braverman,4475,True,11/04/2024,,Monetary,for a speaking engagement.,25452.40,6.00,,True,Chosun Media,False,"30 Sejong-daero 21-gil, Jung-gu, Seoul, South Korea",media company,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5585
5626,4791,Payment received on 12 April 2024 - £325.00,2024-04-30,2024-05-07,,Employment and earnings - Ad hoc payments,Sir Bernard Jenkin,40,True,12/04/2024,,Monetary,,325.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5626
5557,3680,Payment received on 30 April 2024 - £250.00,2024-04-30,2024-05-01,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,True,30/04/2024,,Monetary,for an article published on 6 April 2024.,250.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5557
5578,3723,"Payment received on 26 April 2024 - £5,460.00",2024-04-30,2024-05-01,,Employment and earnings - Ad hoc payments,Mr David Lammy,206,True,26/04/2024,,Monetary,"for shows on 3, 17, 24, 29 and 31 March 2024.",5460.00,22.50,in total including preparation time (4.5 hrs per show),True,Global Radio,False,"30 Leicester Square, London WC2H 7LA",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5578
5525,3871,"Payment received on 25 April 2024 - £1,500.00",2024-04-29,2024-04-29,,Employment and earnings - Ad hoc payments,Chris Bryant,1446,True,25/04/2024,,Monetary,for recording a podcast based on my book.,1500.00,4.00,,True,Associated Newspapers,False,"DMG Media Limited, 9 Derry Street, London W8 5HY​",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5525
5545,5193,"Payment received on 11 April 2024 - £1,500.00",2024-04-25,2024-04-29,,Employment and earnings - Ad hoc payments,Suella Braverman,4475,True,11/04/2024,,Monetary,for articles.,1500.00,6.00,approx,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5545
5542,4353,Payment received on 18 April 2024 - £293.54,2024-04-29,2024-04-29,,Employment and earnings - Ad hoc payments,Jesse Norman,3991,True,18/04/2024,,Monetary,as royalties.,293.54,0.00,no additional hours,True,HarperCollins Publisher,False,"103 Westerhill Road, Bishopsbriggs, Glasgow G64 2QT",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5542
5541,4353,Payment received on 18 April 2024 - £112.14,2024-04-29,2024-04-29,,Employment and earnings - Ad hoc payments,Jesse Norman,3991,True,18/04/2024,,Monetary,as royalties.,112.14,0.00,no additional hours,True,Everymans Library,False,"50 Albemarle Street, London W1S 4BD",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5541
5521,3636,Payment received on 24 April 2024 - £665.00,2024-04-25,2024-04-25,,Employment and earnings - Ad hoc payments,Dr Rosena Allin-Khan,4573,True,24/04/2024,,Monetary,,665.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5521
5474,5388,Payment received on 18 April 2024 - £500.00,2024-04-25,2024-04-25,,Employment and earnings - Ad hoc payments,Simon Lightwood,4943,True,18/04/2024,,Monetary,,500.00,1.50,,False,,False,,,True,Paid direct to the recipient by the payer,Charity,,https://interests-api.parliament.uk/api/v1/Interests/5474
5522,3636,Payment received on 24 April 2024 - £595.00,2024-04-25,2024-04-25,,Employment and earnings - Ad hoc payments,Dr Rosena Allin-Khan,4573,True,24/04/2024,,Monetary,,595.00,9.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5522
5475,3835,"Payment received on 23 April 2024 - £2,094.18",2024-04-23,2024-04-24,,Employment and earnings - Ad hoc payments,Nick Thomas-Symonds,4479,True,23/04/2024,,Monetary,(excluding VAT) as royalties for a book.,2094.18,0.00,no additional hours,True,Weidenfeld & Nicolson United Kingdom,False,"Orion Publishing Group, Carmelite House, 50 Victoria Embankment, London EC47 0DZ",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5475
5472,3818,Payment expected for services on 17 April 2024 - £150.00,2024-04-24,2024-04-24,,Employment and earnings - Ad hoc payments,Dame Karen Bradley,4110,False,17/04/2024,,Monetary,for a meeting.,150.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5472
5444,3680,Payment received on 16 April 2024 - £250.00,2024-04-22,2024-04-23,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,True,16/04/2024,,Monetary,for an article.,250.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5444
5321,5320,Payment received on 04 April 2024 - £461.00,2024-04-16,2024-04-19,,Employment and earnings - Ad hoc payments,Chris Evans,4040,True,04/04/2024,,Monetary,,461.00,0.00,,True,Bloomsbury,False,"Bloomsbury Publishing PLC. 50 Bedford Square, London, WC1B",Publisher,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5321
5338,4515,Payment received on 12 April 1994 - £150.00,2024-04-16,2024-04-19,,Employment and earnings - Ad hoc payments,Ms Stella Creasy,4088,True,12/04/1994,,Monetary,for an article written in April 2024.,150.00,2.00,,False,,False,,,True,Donated by the Member to the recipient,Other,Fee allocated to my staffing budget.,https://interests-api.parliament.uk/api/v1/Interests/5338
5379,3723,"Payment received on 26 March 2024 - £3,150.00",2024-04-17,2024-04-18,,Employment and earnings - Ad hoc payments,Mr David Lammy,206,True,26/03/2024,,Monetary,"for shows on 4, 18 and 25 February 2024.",3150.00,13.50,including preparation time (4.5 hrs per show),True,Global Radio,False,"30 Leicester Square, London WC2H 7LA",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5379
5376,4365,"Payment received on 04 April 2024 - £12,300.00",2024-04-16,2024-04-18,,Employment and earnings - Ad hoc payments,Jess Phillips,4370,True,04/04/2024,,Monetary,as an advance payment for writing a book.,12300.00,100.00,(estimated at around five hours a week over twenty weeks),True,Simon & Schuster UK,False,"1st Floor, 222 Gray's Inn Road, London WC1X 8HB",publisher,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5376
5329,4482,Payment received on 22 March 2024 - £430.00,2024-04-16,2024-04-18,,Employment and earnings - Ad hoc payments,Jess Phillips,4370,True,22/03/2024,,Monetary,as copyright fees for borrowing of my books,430.00,0.00,no extra hours worked,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5329
5326,4353,Payment received on 11 April 2024 - £725.21,2024-04-15,2024-04-15,,Employment and earnings - Ad hoc payments,Jesse Norman,3991,True,11/04/2024,,Monetary,as royalties.,725.21,0.00,no additional hours,True,Penguin Books Ltd,False,"20 Vauxhall Bridge Rd, London SW1V 2SA",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5326
5327,4353,Payment received on 11 April 2024 - £563.78,2024-04-15,2024-04-15,,Employment and earnings - Ad hoc payments,Jesse Norman,3991,True,11/04/2024,,Monetary,as royalties.,563.78,0.00,no additional hours,True,Citic Publishing House,False,"8-10F Block 2 Fusheng Bldg A4 Huixin East Street Beijing, 100029 China",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5327
5377,4375,Payment received on 07 March 2024 - £354.28,2024-03-19,2024-04-15,,Employment and earnings - Ad hoc payments,Jess Phillips,4370,True,07/03/2024,,Monetary,,354.28,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5377
5299,5298,"Payment received on 03 April 2024 - £1,000.00",2024-04-15,2024-04-15,,Employment and earnings - Ad hoc payments,Lee Anderson,4743,True,03/04/2024,,Monetary,for an article.,1000.00,3.00,(estimated),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5299
5407,3680,Payment received on 19 March 2024 - £250.00,2024-03-20,2024-04-15,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,True,19/03/2024,,Monetary,for an article.,250.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5407
4915,4172,"Payment received on 29 February 2024 - £5,000.00",2024-03-20,2024-04-15,,Employment and earnings - Ad hoc payments,Sir Geoffrey Cox,1508,True,29/02/2024,,Monetary,(no VAT) for legal services provided between 1 February 2024 and 29 February 2024,5000.00,5.00,approx,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4915
5194,5193,"Payment received on 03 April 2024 - £4,500.00",2024-04-09,2024-04-10,,Employment and earnings - Ad hoc payments,Suella Braverman,4475,True,03/04/2024,,Monetary,for six articles written in February and March 2024.,4500.00,18.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5194
5143,5142,"Payment received on 14 March 2024 - £11,000.00",2024-04-08,2024-04-09,,Employment and earnings - Ad hoc payments,Sir Geoffrey Cox,1508,True,14/03/2024,,Monetary,,11000.00,14.00,approx,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5143
5214,3680,Payment received on 03 April 2024 - £250.00,2024-04-03,2024-04-03,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,True,03/04/2024,,Monetary,for an article published on 13 March 2024.,250.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5214
4937,4935,Payment received on 20 March 2024 - £540.18,2024-03-20,2024-03-27,,Employment and earnings - Ad hoc payments,Sir Keir Starmer,4514,True,20/03/2024,,Monetary,,540.18,0.00,none,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4937
4481,4480,"Payment received on 19 March 2024 - £1,046.00",2024-03-19,2024-03-26,,Employment and earnings - Ad hoc payments,Jess Phillips,4370,True,19/03/2024,,Monetary,,1046.00,0.00,no additional hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4481
4875,4249,"Payment received on 15 March 2024 - £1,000.00",2024-03-20,2024-03-26,,Employment and earnings - Ad hoc payments,Marsha De Cordova,4676,True,15/03/2024,,Monetary,,1000.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4875
4808,3871,"Payment received on 25 March 2024 - £2,871.17",2024-03-25,2024-03-25,,Employment and earnings - Ad hoc payments,Chris Bryant,1446,True,25/03/2024,for a radio recording of a book.,Monetary,,2871.17,0.00,no additional hours,True,BBC,False,"5th Floor, Wogan House, Great Portland Street, London W1A 1AA",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4808
4320,4308,Payment received on 05 December 2023 - £666.50,2023-12-19,2024-03-18,,Employment and earnings - Ad hoc payments,Esther McVey,4084,True,05/12/2023,,Monetary,for two columns in the Daily Express.,666.50,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4320
4318,4308,"Payment received on 03 October 2023 - £1,333.00",2023-10-10,2024-03-18,,Employment and earnings - Ad hoc payments,Esther McVey,4084,True,03/10/2023,,Monetary,for four columns in the Daily Express.,1333.00,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4318
4346,4341,Payment received on 30 September 2023 - £530.66,2023-10-06,2024-03-18,,Employment and earnings - Ad hoc payments,Dr Andrew Murrison,1466,True,30/09/2023,,Monetary,,530.66,16.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4346
