ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,PaymentReceived,ReceivedDate,JobTitle,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails,Link_1
10599,6852,"Payment received on 16 July 2024 - £81,607.00",2024-08-04,2024-09-02,2024-08-27,Employment and earnings - Ad hoc payments,Nigel Farage,5091,True,16/07/2024,,Monetary,Includes a back payment for work over several months,81607.00,32.00,32 hours is an approximate figure,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10599
10603,6581,Payment received on 23 August 2024 - £310.53,2024-08-30,2024-09-02,,Employment and earnings - Ad hoc payments,Manuela Perteghella,5122,True,23/08/2024,,Monetary,final pay,310.53,16.00,approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10603
10549,6031,Payment received on 22 August 2024 - £150.00,2024-08-26,2024-09-02,,Employment and earnings - Ad hoc payments,Dr Neil Shastri-Hurst,5197,True,22/08/2024,,Monetary,,150.00,2.00,Number of hours worked is approximate,True,Horwich Cohen Coghlan Ltd,False,"Trafford House, Chester Road, Manchester M32 0RS",Solicitor,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10549
10408,6002,"Payment received on 09 August 2024 - £20,000.00",2024-08-09,2024-09-02,,Employment and earnings - Ad hoc payments,Chris McDonald,5116,True,09/08/2024,,Monetary,,20000.00,0.00,Termination payment relating to employment prior to the General Election.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10408
10581,10573,"Payment received on 22 August 2024 - £2,250.00",2024-08-28,2024-09-02,,Employment and earnings - Ad hoc payments,Jake Richards,5082,True,22/08/2024,,Monetary,,2250.00,0.00,none since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10581
10582,10573,"Payment received on 27 August 2024 - £2,700.00",2024-08-28,2024-09-02,,Employment and earnings - Ad hoc payments,Jake Richards,5082,True,27/08/2024,,Monetary,,2700.00,0.00,none since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10582
10618,9226,Payment received on 13 August 2024 - £622.46,2024-09-02,2024-09-02,,Employment and earnings - Ad hoc payments,Nigel Farage,5091,True,13/08/2024,,Monetary,,622.46,28.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10618
10621,8916,"Payment received on 27 August 2024 - £1,155.70",2024-09-02,2024-09-02,,Employment and earnings - Ad hoc payments,Nigel Farage,5091,True,27/08/2024,,Monetary,,1155.70,28.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10621
10444,3636,Payment received on 07 August 2024 - £700.00,2024-08-14,2024-09-02,,Employment and earnings - Ad hoc payments,Dr Rosena Allin-Khan,4573,True,07/08/2024,,Monetary,,700.00,10.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10444
10576,10573,Payment received on 29 July 2024 - £696.00,2024-08-28,2024-09-02,,Employment and earnings - Ad hoc payments,Jake Richards,5082,True,29/07/2024,"Work as a barrister, prior to being elected as an MP",Monetary,,696.00,0.00,none since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10576
10578,10573,"Payment received on 08 August 2024 - £13,668.00",2024-08-28,2024-09-02,,Employment and earnings - Ad hoc payments,Jake Richards,5082,True,08/08/2024,,Monetary,,13668.00,0.00,none since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10578
10564,4353,Payment received on 14 August 2024 - £75.34,2024-08-27,2024-09-02,,Employment and earnings - Ad hoc payments,Jesse Norman,3991,True,14/08/2024,,Monetary,,75.34,0.00,no additional hours,True,Citic Publishing House,False,"8-10F Block 2 Fusheng Bldg A4 Huixin East Street Beijing, 100029 China",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10564
10610,8327,Payment received on 20 August 2024 - £584.79,2024-09-02,2024-09-02,,Employment and earnings - Ad hoc payments,Kenneth Stevenson,5200,True,20/08/2024,,Monetary,Final payment after resigning as a Councillor,584.79,25.00,Approximate.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10610
10577,10573,"Payment received on 01 August 2024 - £2,046.00",2024-08-28,2024-09-02,,Employment and earnings - Ad hoc payments,Jake Richards,5082,True,01/08/2024,,Monetary,,2046.00,0.00,none since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10577
10562,10561,"Payment received on 06 August 2024 - £4,800.00",2024-08-27,2024-09-02,,Employment and earnings - Ad hoc payments,Chris Curtis,5118,True,06/08/2024,,Monetary,This was for support with the party's polling during the election campaign,4800.00,64.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10562
10560,8538,"Payment received on 25 August 2024 - £1,000.00",2024-08-29,2024-09-02,,Employment and earnings - Ad hoc payments,Barry Gardiner,146,True,25/08/2024,,Monetary,Television appearance,1000.00,8.00,including preparation,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10560
10496,3677,Payment received on 15 August 2024 - £750.00,2024-08-19,2024-09-02,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,True,15/08/2024,,Monetary,for article published on 14 July 2024 titled ‘I know from history there’s nothing worse than rushing into a leadership election’.,750.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10496
10365,4367,"Payment received on 26 July 2024 - £1,394.00",2024-08-21,2024-09-02,,Employment and earnings - Ad hoc payments,Jess Phillips,4370,True,26/07/2024,,Monetary,,1394.00,1.00,,True,Sky News,False,"Grant Way, Isleworth, Middlesex TW7 5QD",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10365
10575,10573,"Payment received on 18 July 2024 - £2,850.00",2024-08-28,2024-09-02,,Employment and earnings - Ad hoc payments,Jake Richards,5082,True,18/07/2024,Legal work as a barrister prior to becoming an MP,Monetary,,2850.00,0.00,none since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10575
10579,10573,"Payment received on 12 August 2024 - £2,850.00",2024-08-28,2024-09-02,,Employment and earnings - Ad hoc payments,Jake Richards,5082,True,12/08/2024,,Monetary,,2850.00,0.00,none since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10579
10617,8631,"Payment received on 25 August 2024 - £1,256.00",2024-09-02,2024-09-02,,Employment and earnings - Ad hoc payments,Ian Roome,5138,True,25/08/2024,Councillor,Monetary,,1256.00,40.00,estimate of hours worked as it depends on casework,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10617
10465,6031,"Payment received on 13 August 2024 - £1,179.32",2024-08-14,2024-09-02,,Employment and earnings - Ad hoc payments,Dr Neil Shastri-Hurst,5197,True,13/08/2024,,Monetary,fee for legal work undertaken prior to entering Parliament,1179.32,6.00,- number of hours is estimated for legal advice provided prior to entering Parliament,True,Prosperity Law LLP,False,"Vantage Point, 4 Hardman Street, Spinningfields, Manchester M3 3HF",Solicitor,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10465
10481,5193,"Payment received on 23 July 2024 - £1,500.00",2024-08-15,2024-09-02,,Employment and earnings - Ad hoc payments,Suella Braverman,4475,True,23/07/2024,,Monetary,for two articles,1500.00,5.00,approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10481
10625,10624,"Payment received on 23 August 2024 - £3,019.32",2024-09-02,2024-09-02,,Employment and earnings - Ad hoc payments,Nigel Farage,5091,True,23/08/2024,,Monetary,,3019.32,8.00,This number is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10625
10622,9233,"Payment received on 29 August 2024 - £13,000.00",2024-09-02,2024-09-02,,Employment and earnings - Ad hoc payments,Nigel Farage,5091,True,29/08/2024,,Monetary,,13000.00,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10622
10419,8538,"Payment expected for services on 21 July 2024 - £1,000.00",2024-07-31,2024-08-31,,Employment and earnings - Ad hoc payments,Barry Gardiner,146,False,21/07/2024,,Monetary,,1000.00,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10419
10591,6249,Payment received on 14 August 2024 - £56.23,2024-08-29,2024-08-30,2024-09-30,Employment and earnings - Ad hoc payments,Chris Hinchliff,5244,True,14/08/2024,,Monetary,Final closing payment from North Herts Council,56.23,0.00,This payment solely relates to unpaid allowances accrued prior to receipt of my request to defer all of my allowances from North Herts Council,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10591
10393,7406,"Payment received on 08 August 2024 - £10,869.22",2024-08-08,2024-08-28,,Employment and earnings - Ad hoc payments,Alison Hume,5254,True,08/08/2024,,Monetary,Royalties,10869.22,0.00,no additional hours,True,BBC,False,"BBC Broadcasting House, Portland Place, London W1A 1AA",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10393
10407,7122,Payment expected for services on 19 July 2024 - £400.00,2024-08-09,2024-08-28,,Employment and earnings - Ad hoc payments,Jas Athwal,5227,False,19/07/2024,,Monetary,for being the executive member of London Councils lead for crime and community safety and violence against women and girls.,400.00,4.00,estimated number of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10407
7184,7183,"Payment received on 24 July 2024 - £2,423.60",2024-07-24,2024-08-24,,Employment and earnings - Ad hoc payments,Tom Hayes,5210,True,24/07/2024,,Monetary,Final payment in employed position.,2423.60,0.00,"No additional hours worked, income related to unused annual leave.",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7184
9162,9158,"Payment received on 22 July 2024 - £2,500.00",2024-08-01,2024-08-04,,Employment and earnings - Ad hoc payments,Chris Bloore,5109,True,22/07/2024,,Monetary,,2500.00,0.00,no hours since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9162
9229,8916,Payment received on 25 July 2024 - £853.34,2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Nigel Farage,5091,True,25/07/2024,,Monetary,,853.34,28.00,Estimated amount of hours worked,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9229
9258,9240,"Payment received on 31 July 2024 - £16,597.22",2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Nigel Farage,5091,True,31/07/2024,,Monetary,,16597.22,24.00,24 hours per month estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9258
9191,9152,Payment received on 31 July 2024 - £776.92,2024-08-02,2024-08-04,,Employment and earnings - Ad hoc payments,Sarah Hall,5154,True,31/07/2024,,Monetary,Final payment,776.92,38.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9191
9335,9333,"Payment expected for services on 02 July 2024 - £1,000.00",2024-08-02,2024-08-04,,Employment and earnings - Ad hoc payments,David Davis,373,False,02/07/2024,,Monetary,For a TV interview,1000.00,1.00,,False,,False,,,True,Donated by the Member to the recipient,Charity,,https://interests-api.parliament.uk/api/v1/Interests/9335
9228,9226,"Payment received on 24 July 2024 - £1,551.29",2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Nigel Farage,5091,True,24/07/2024,,Monetary,,1551.29,28.00,This is an estimated amount of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9228
8459,8456,Payment received on 15 July 2024 - £550.00,2024-07-31,2024-08-04,,Employment and earnings - Ad hoc payments,Torcuil Crichton,5246,True,15/07/2024,,Monetary,,550.00,20.00,Estimated writing time,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8459
10312,7848,Payment received on 15 July 2024 - £750.04,2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Mrs Elsie Blundell,5084,True,15/07/2024,,Monetary,Final payment,750.04,0.00,No additional hours since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10312
9047,8344,"Payment received on 31 July 2024 - £2,407.62",2024-08-01,2024-08-04,,Employment and earnings - Ad hoc payments,Sam Rushworth,5108,True,31/07/2024,,Monetary,Final payment,2407.62,63.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9047
8896,8895,"Payment received on 12 July 2024 - £1,450.00",2024-08-01,2024-08-04,,Employment and earnings - Ad hoc payments,Anna Dixon,5281,True,12/07/2024,,Monetary,,1450.00,10.00,I charged a fixed sum for a coaching session which could last up to 2 hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8896
9711,9699,"Payment received on 26 July 2024 - £1,700.00",2024-08-02,2024-08-04,,Employment and earnings - Ad hoc payments,Dr Beccy Cooper,5307,True,26/07/2024,,Monetary,This was monthly payment for being a Member of the LGA Improvement and Innovation Board. The amount is approximate after tax for the previous 12 months,1700.00,30.00,"This is an estimation of hours, based on committee hours and prep time. As payment was monthly, the payment date is the last received payment date",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9711
10080,6268,Payment received on 31 July 2024 - £548.39,2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Lewis Cocking,5050,True,31/07/2024,,Monetary,Last week of pay being Deputy PCC,548.39,37.50,Some was taken as holiday.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10080
8303,6051,Payment received on 19 July 2024 - £165.18,2024-07-30,2024-08-04,,Employment and earnings - Ad hoc payments,Amanda Martin,5294,True,19/07/2024,,Monetary,Employment Expenses paid covering the months of January to June from the months,165.18,0.00,no additional hours since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8303
9396,8060,Payment received on 26 July 2024 - £752.53,2024-08-02,2024-08-04,,Employment and earnings - Ad hoc payments,Chris Coghlan,5198,True,26/07/2024,,Monetary,Final payment of outstanding holiday pay,752.53,0.00,None since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9396
10343,7413,"Payment received on 25 July 2024 - £2,221.60",2024-08-31,2024-08-04,,Employment and earnings - Ad hoc payments,Laura Kyrke-Smith,5341,True,25/07/2024,,Monetary,Final payment,2221.60,0.00,None since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10343
8455,8451,"Payment received on 29 July 2024 - £7,980.00",2024-07-31,2024-08-04,,Employment and earnings - Ad hoc payments,Mrs Sarah Russell,5324,True,29/07/2024,,Monetary,,7980.00,40.00,This is an estimated amount of time worked. No additional hours since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8455
10395,7173,"Payment received on 31 July 2024 - £3,286.23",2024-07-31,2024-08-04,,Employment and earnings - Ad hoc payments,Matt Turmaine,5130,True,31/07/2024,,Monetary,Final payment for my role as a Project Manager,3286.23,40.00,approximate hours worked,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10395
8479,7457,"Payment received on 31 July 2024 - £1,143.94",2024-07-31,2024-08-04,,Employment and earnings - Ad hoc payments,Sadik Al-Hassan,5312,True,31/07/2024,,Monetary,Final payment,1143.94,40.00,Estimated one week,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8479
8351,8350,Payment received on 31 July 2024 - £303.49,2024-08-01,2024-08-04,,Employment and earnings - Ad hoc payments,Terry Jermy,5338,True,31/07/2024,,Monetary,Councillor Allowance and Special Responsibility Allowance,303.49,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8351
7716,7715,"Payment received on 25 July 2024 - £2,230.77",2024-08-01,2024-08-04,,Employment and earnings - Ad hoc payments,Steve Yemm,5194,True,25/07/2024,,Monetary,,2230.77,24.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7716
8822,8817,Payment received on 15 July 2024 - £557.00,2024-08-02,2024-08-04,,Employment and earnings - Ad hoc payments,Lisa Smart,5070,True,15/07/2024,,Monetary,Payment for scrutiny role undertaken in the municipal year 2023-24,557.00,20.00,Estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8822
7657,4353,Payment received on 04 July 2024 - £875.00,2024-07-26,2024-08-04,,Employment and earnings - Ad hoc payments,Jesse Norman,3991,True,04/07/2024,,Monetary,Book Advance,875.00,0.00,,True,Isis Publishing Ltd,False,"The Green Bradgate Road, Anstey, Leicester, Leicestershire, LE7 7FU",,True,Paid direct to the recipient by the payer,Charity,,https://interests-api.parliament.uk/api/v1/Interests/7657
10349,6108,Payment received on 31 July 2024 - £656.25,2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Peter Lamb,5345,True,31/07/2024,,Monetary,Final payment,656.25,0.00,None since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10349
10352,6579,Payment received on 31 July 2024 - £655.29,2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Frank McNally,5183,True,31/07/2024,,Monetary,Final payment,655.29,0.00,None since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10352
8771,5774,Payment received on 25 June 2024 - £300.00,2024-08-01,2024-08-04,,Employment and earnings - Ad hoc payments,Dr Rosena Allin-Khan,4573,True,25/06/2024,,Monetary,,300.00,2.50,including preparation time,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8771
7120,7119,"Payment expected for services on 01 July 2024 - £2,154.48",2024-07-29,2024-08-04,,Employment and earnings - Ad hoc payments,Gideon Amos,5250,False,01/07/2024,,Monetary,,2154.48,23.00,Final month of employment in former job.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7120
7902,6031,Payment received on 29 July 2024 - £150.00,2024-07-29,2024-08-04,,Employment and earnings - Ad hoc payments,Dr Neil Shastri-Hurst,5197,True,29/07/2024,,Monetary,Fee for legal advice,150.00,3.00,Approximately 3 hours,True,Irwin Mitchell LLP,False,"Riverside East, 2 Millsands, Sheffield, South Yorkshire S3 8DT",Solicitor,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7902
8776,8772,"Payment received on 26 July 2024 - £2,334.03",2024-08-01,2024-08-04,,Employment and earnings - Ad hoc payments,Gregory Stafford,5351,True,26/07/2024,,Monetary,final salary payment for this role,2334.03,0.00,No additional hours since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8776
9785,5988,Payment received on 08 July 2024 - £243.27,2024-08-03,2024-08-04,,Employment and earnings - Ad hoc payments,Tony Vaughan,5067,True,08/07/2024,,Monetary,Payment is for work done before 4 July 2024. Doughty Street Chambers takes around 20% of this figure,243.27,1.00,estimated hours,True,Confidential,False,"Simpson Millar Solicitors, 39 St Paul's Street, Leeds LS1 2JG",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9785
8044,8042,"Payment received on 31 July 2024 - £4,342.08",2024-07-29,2024-08-04,,Employment and earnings - Ad hoc payments,Bradley Thomas,5186,True,31/07/2024,,Monetary,Actual amount to cover owed salary for July until my resignation following my election to Parliament.,4342.08,30.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8044
9626,9624,"Payment expected for services on 14 June 2023 - £4,000.00",2024-08-03,2024-08-04,,Employment and earnings - Ad hoc payments,Sarah Sackman,5204,False,14/06/2023,,Monetary,,4000.00,30.00,Estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9626
9628,9627,"Payment expected for services on 30 June 2023 - £2,012.50",2024-08-03,2024-08-04,,Employment and earnings - Ad hoc payments,Sarah Sackman,5204,False,30/06/2023,,Monetary,,2012.50,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9628
9947,9945,Payment received on 31 July 2024 - £143.32,2024-08-03,2024-08-04,,Employment and earnings - Ad hoc payments,Rachel Blake,5257,True,31/07/2024,,Monetary,,143.32,0.00,"After I was elected, I requested that LB Tower Hamlets stop paying my Cllr allowance. £143.32 is the income from 1 July - 4th July. I have now resigned as a Councillor.",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9947
6822,6768,"Payment received on 15 July 2024 - £1,074.32",2024-07-29,2024-08-04,,Employment and earnings - Ad hoc payments,Mark Ferguson,5031,True,15/07/2024,,Monetary,Final payment for previous employment. Includes unpaid outstanding annual leave.,1074.32,0.00,None since my election.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6822
7663,4353,Payment received on 24 July 2024 - £875.00,2024-07-26,2024-08-04,,Employment and earnings - Ad hoc payments,Jesse Norman,3991,True,24/07/2024,,Monetary,Advance on first publication,875.00,0.00,,True,Isis Publishing Ltd,False,"The Green Bradgate Road, Anstey, Leicester, Leicestershire, LE7 7FU",,True,Paid direct to the recipient by the payer,Charity,,https://interests-api.parliament.uk/api/v1/Interests/7663
9786,5989,Payment received on 08 August 2024 - £328.41,2024-08-03,2024-08-04,,Employment and earnings - Ad hoc payments,Tony Vaughan,5067,True,08/08/2024,,Monetary,Exact. Doughty Street Chambers will take around 20% of this sum.,328.41,3.00,approximately,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9786
10351,8832,Payment received on 31 August 2024 - £417.69,2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Lisa Smart,5070,True,31/08/2024,,Monetary,Final payment,417.69,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10351
6754,6753,"Payment received on 18 July 2024 - £1,338.50",2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Graeme Downie,5275,True,18/07/2024,,Monetary,,1338.50,35.00,Estimated number of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6754
8444,4251,"Payment received on 28 March 2024 - £1,149.45",2024-07-31,2024-08-04,,Employment and earnings - Ad hoc payments,Anneliese Dodds,4657,True,28/03/2024,,Monetary,,1149.45,0.00,no additional hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8444
10139,6799,Payment received on 17 July 2024 - £982.50,2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Martin McCluskey,5129,True,17/07/2024,,Monetary,Final payment,982.50,50.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10139
9781,5988,Payment received on 19 July 2024 - £120.00,2024-08-03,2024-08-04,,Employment and earnings - Ad hoc payments,Tony Vaughan,5067,True,19/07/2024,,Monetary,,120.00,0.30,Work undertaken prior to 4 July 2024,True,Confidential,False,Kingsley Napley LLP 20 Bonhill Street London EC2A 4DN,Law firm,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9781
10471,6762,"Payment received on 30 July 2024 - £1,887.91",2024-08-02,2024-08-04,,Employment and earnings - Ad hoc payments,Calum Miller,5346,True,30/07/2024,,Monetary,This was a final payment following the termination of my contract on my election.,1887.91,20.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10471
7758,7757,"Payment received on 23 July 2024 - £2,645.64",2024-07-29,2024-08-04,,Employment and earnings - Ad hoc payments,Andrew Pakes,5243,True,23/07/2024,,Monetary,,2645.64,0.00,No additional hours since my election. This is final settlement on holiday pay following my election to Parliament,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7758
9511,9502,Payment received on 01 August 2024 - £350.00,2024-08-02,2024-08-04,,Employment and earnings - Ad hoc payments,Mrs Sarah Russell,5324,True,01/08/2024,,Monetary,,350.00,1.75,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9511
6004,6002,"Payment received on 30 July 2024 - £6,634.61",2024-07-30,2024-08-04,,Employment and earnings - Ad hoc payments,Chris McDonald,5116,True,30/07/2024,,Monetary,Relates to employment prior to election.,6634.61,0.00,None since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6004
10342,7973,"Payment received on 22 July 2024 - £1,046.20",2024-08-29,2024-08-04,,Employment and earnings - Ad hoc payments,Dan Aldridge,5172,True,22/07/2024,,Monetary,Final payment,1046.20,0.00,Non since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10342
10363,6670,Payment received on 25 July 2024 - £797.77,2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Cat Eccles,5293,True,25/07/2024,,Monetary,Final payment,797.77,0.00,None since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10363
10364,7539,Payment received on 31 July 2024 - £615.85,2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Katrina Murray,5309,True,31/07/2024,,Monetary,,615.85,7.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10364
10370,7509,"Payment received on 06 August 2024 - £4,971.51",2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Lola McEvoy,5037,True,06/08/2024,,Monetary,,4971.51,0.00,None since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10370
7128,6394,"Payment received on 25 July 2024 - £1,661.51",2024-07-24,2024-08-04,,Employment and earnings - Ad hoc payments,Mr Luke Charters,5199,True,25/07/2024,,Monetary,Final payment,1661.51,0.00,None since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7128
10354,6068,"Payment received on 25 July 2024 - £2,940.10",2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Sarah Gibson,5239,True,25/07/2024,,Monetary,Final payment,2940.10,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10354
7363,7360,"Payment received on 25 July 2024 - £1,447.21",2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Naushabah Khan,5215,True,25/07/2024,,Monetary,"This is the final payment, role will unpaid from 1 August 2024",1447.21,80.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7363
10039,3723,"Payment received on 24 May 2024 - £3,360.00",2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Mr David Lammy,206,True,24/05/2024,,Monetary,"For shows on 1, 7 and 21 April 2024",3360.00,13.50,4.5 hours per show including preparation,True,Global Radio,False,"30 Leicester Square, London WC2H 7LA",Radio Station,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10039
8854,6022,"Payment received on 31 July 2024 - £47,219.00",2024-08-01,2024-08-04,,Employment and earnings - Ad hoc payments,Natasha Irons,5119,True,31/07/2024,,Monetary,Redundancy payment,47219.00,0.00,none since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8854
9753,6402,"Payment expected for services on 30 June 2024 - £2,218.59",2024-08-03,2024-08-04,,Employment and earnings - Ad hoc payments,Andrew Ranger,5046,False,30/06/2024,,Monetary,to cover freelance accountancy and business consultancy services that I provided to this company.,2218.59,0.00,None since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9753
10360,7340,Payment received on 26 July 2024 - £699.95,2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Kevin McKenna,5300,True,26/07/2024,,Monetary,Final payment,699.95,0.00,None since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10360
9238,9233,"Payment received on 23 July 2024 - £11,783.55",2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Nigel Farage,5091,True,23/07/2024,,Monetary,The registered amount has been converted from US Dollars into British Pounds. This amount is a deposit paid ahead of a future speaking engagement. The register will be updated with the final payment once the engagement has been fulfilled. The hours worked is an anticipated estimate.,11783.55,8.00,The hours worked is an anticipated estimate.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9238
