ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,AroseOn,EndDate,DonorName,Description,MiscellaneousInterestType,Link,Updated_2,Updated_3,Updated_4,Updated_5
9065,I am currently on an unpaid career break from my position as Chair of Urban Water Management at Heriot-Watt University.,,2024-08-02,2024-08-04,,Miscellaneous,5212,Dr Scott Arthur,2024-08-01,2029-07-05,Heriot-Watt University,I am currently on an unpaid career break from my position as Chair of Urban Water Management at Heriot-Watt University.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9065,,,,
10274,"School Governor, Whale Hill Primary School. This is an unpaid role.",,2024-08-04,2024-08-04,2024-09-26,Miscellaneous,4449,Anna Turley,,2024-09-22,,"School Governor, Whale Hill Primary School. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10274,,,,
9704,"Solicitor with a practising certificate. Currently, this is an unpaid role.",,2024-08-03,2024-08-04,,Miscellaneous,5051,Kevin Bonavia,,,,"Solicitor with a practising certificate. Currently, this is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9704,,,,
10105,"Trustee of the Pest House Charity, a charity that provides support to Midhurst residents that find themselves in difficult financial situations and require support. This is an unpaid role.",,2024-08-04,2024-08-04,,Miscellaneous,5335,Jess Brown-Fuller,,,,"Trustee of the Pest House Charity, a charity that provides support to Midhurst residents that find themselves in difficult financial situations and require support. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10105,,,,
10037,Life Membership of the Institute of Chartered Accountants in England and Wales.,,2024-08-04,2024-08-04,,Miscellaneous,5182,Charlotte Cane,,,,Life Membership of the Institute of Chartered Accountants in England and Wales.,Other,https://interests-api.parliament.uk/api/v1/Interests/10037,,,,
8154,Chair of Carmarthenshire Association of Voluntary Services. This is an unpaid role.,,2024-07-30,2024-08-04,,Miscellaneous,5177,Ann Davies,,,,Chair of Carmarthenshire Association of Voluntary Services. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8154,,,,
8955,Unpaid Leader at Reform Party UK.,,2024-08-04,2024-08-04,,Miscellaneous,5091,Nigel Farage,,,,Unpaid Leader at Reform Party UK.,Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/8955,,,,
9942,Director of Warley Hardware Centre Ltd. This is an unpaid role.,,2024-08-03,2024-08-04,,Miscellaneous,5059,Gurinder Singh Josan,,2024-07-13,,Director of Warley Hardware Centre Ltd. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9942,,,,
10014,"Unpaid Director, Babylon Bars (London) Ltd.",,2024-08-03,2024-08-04,,Miscellaneous,5321,Mr Paul Kohler,,,,"Unpaid Director, Babylon Bars (London) Ltd.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10014,,,,
8017,Trustee and Chair of The League Against Cruel Sports. This is an unpaid role.,,2024-07-30,2024-08-04,,Miscellaneous,221,Dan Norris,,,,Trustee and Chair of The League Against Cruel Sports. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8017,,,,
10216,A member of Nottingham Playhouse Strategic Board. This is an unpaid role.,,2024-08-04,2024-08-04,,Miscellaneous,5146,Michael Payne,,,,A member of Nottingham Playhouse Strategic Board. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10216,,,,
10197,Army Reservist. I have not received any earnings since being elected.,,2024-08-04,2024-08-04,,Miscellaneous,5192,Helena Dollimore,,,,Army Reservist. I have not received any earnings since being elected.,Other,https://interests-api.parliament.uk/api/v1/Interests/10197,,,,
10070,Membership Secretary of Arnold Branch Labour Party.,,2024-08-04,2024-08-04,,Miscellaneous,5146,Michael Payne,,,,Membership Secretary of Arnold Branch Labour Party.,Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/10070,,,,
10478,Wychavon District Councillor. This is an unpaid role.,,2024-08-04,2024-08-04,,Miscellaneous,5186,Bradley Thomas,,2024-07-06,,Wychavon District Councillor. This is an unpaid role.,Other,https://interests-api.parliament.uk/api/v1/Interests/10478,,,,
7208,"Company Director, DeCantelo Ltd.",,2024-08-04,2024-08-04,,Miscellaneous,5209,Peter Fortune,,,,"Company Director, DeCantelo Ltd.",Financial interest or material benefit,https://interests-api.parliament.uk/api/v1/Interests/7208,,,,
9717,Membership of the British Medical Association.,,2024-08-03,2024-08-04,,Miscellaneous,5307,Dr Beccy Cooper,,,,Membership of the British Medical Association.,Other,https://interests-api.parliament.uk/api/v1/Interests/9717,,,,
9124,Member of the Bassetlaw Shared Prosperity Partnership Group as a result of being the Leader of Bassetlaw District Council. This is an unpaid role.,,2024-08-02,2024-08-04,,Miscellaneous,5047,James Naish,,2024-07-25,,Member of the Bassetlaw Shared Prosperity Partnership Group as a result of being the Leader of Bassetlaw District Council. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9124,,,,
9110,Member of the Midlands Nuclear Board as a result of being the Leader of Bassetlaw District Council. This is an unpaid role.,,2024-08-02,2024-08-04,,Miscellaneous,5047,James Naish,,2024-07-25,,Member of the Midlands Nuclear Board as a result of being the Leader of Bassetlaw District Council. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9110,,,,
8846,Elected Member Glasgow City Council. This is an unpaid role.,,2024-08-01,2024-08-04,,Miscellaneous,5137,Maureen Burke,,,,Elected Member Glasgow City Council. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8846,,,,
1818,"Associate Tenant, Doughty Street Chambers. This is an unpaid role.",,2020-09-30,2024-08-04,2024-09-24,Miscellaneous,206,Mr David Lammy,2020-06-01,2024-09-10,,"Associate Tenant, Doughty Street Chambers. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1818,,,,
8510,Unremunerated trustee of the 16th Viscount Mountgarret Will Trust.,,2024-07-31,2024-08-04,,Miscellaneous,5158,Rupert Lowe,,,,Unremunerated trustee of the 16th Viscount Mountgarret Will Trust.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8510,,,,
8791,"Chair of Labour Party. This post carries a salary of £67,505 per annum.",,2024-08-01,2024-08-04,,Miscellaneous,4620,Ellie Reeves,2024-07-08,,,"Chair of Labour Party. This post carries a salary of £67,505 per annum.",Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/8791,,,,
10233,"Honorary surgeon, NHS Greater Glasgow and Clyde",,2024-08-04,2024-08-04,,Miscellaneous,5213,Dr Zubir Ahmed,,,,"Honorary surgeon, NHS Greater Glasgow and Clyde",Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/10233,,,,
10052,LGBT+ Officer of Gedling Constituency Labour Party.,,2024-08-04,2024-08-04,,Miscellaneous,5146,Michael Payne,,,,LGBT+ Officer of Gedling Constituency Labour Party.,Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/10052,,,,
9758,Unpaid role of District Councillor on Cannock Chase District Council.,,2024-08-03,2024-08-04,,Miscellaneous,5034,Josh Newbury,,,Ongoing role of District Councillor on Cannock Chase District Council. Unpaid as of 05/07/2024 due to fully renouncing all members' allowances.,Unpaid role of District Councillor on Cannock Chase District Council.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9758,,,,
5655,Member of the House Magazine Advisory Board. This is an unpaid role.,,2024-05-08,2024-08-04,2024-08-02,Miscellaneous,1524,Dame Meg Hillier,2021-03-17,2024-05-30,,Member of the House Magazine Advisory Board. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/5655,,,,
10269,Unpaid Trustee of Hope Not Hate Charitable Trust.,,2024-08-04,2024-08-04,,Miscellaneous,4449,Anna Turley,,2024-07-11,,Unpaid Trustee of Hope Not Hate Charitable Trust.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10269,,,,
9593,"Unpaid Director, South East LEP Limited.",,2024-08-02,2024-08-04,,Miscellaneous,5298,Lauren Edwards,,,,"Unpaid Director, South East LEP Limited.",Other,https://interests-api.parliament.uk/api/v1/Interests/9593,,,,
9905,Governor at  Holly Lodge High School College of Science in Smethwick. This is an unpaid role.,,2024-08-03,2024-08-04,,Miscellaneous,5059,Gurinder Singh Josan,,,,Governor at  Holly Lodge High School College of Science in Smethwick. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9905,,,,
9665,"Trustee for True Butterflies Foundation, a domestic violence support charity. This is an unpaid role.",,2024-08-02,2024-08-04,,Miscellaneous,5279,Jayne Kirkham,,,,"Trustee for True Butterflies Foundation, a domestic violence support charity. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9665,,,,
10011,"Unpaid Director, Babylon Bars Ltd.",,2024-08-03,2024-08-04,,Miscellaneous,5321,Mr Paul Kohler,,,,"Unpaid Director, Babylon Bars Ltd.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10011,,,,
9939,Chair of Friends of Church Lane & St. Mary's Play Park & Recreation Ground. This is an unpaid role.,,2024-08-03,2024-08-04,,Miscellaneous,5146,Michael Payne,,,,Chair of Friends of Church Lane & St. Mary's Play Park & Recreation Ground. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9939,,,,
9940,A member of the Gedling UK Shared Prosperity Fund Local Partnership Group. This is an unpaid role.,,2024-08-03,2024-08-04,,Miscellaneous,5146,Michael Payne,,,,A member of the Gedling UK Shared Prosperity Fund Local Partnership Group. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9940,,,,
10095,Board member and charity trustee of Beyond Carnism. This is an unpaid role.,,2024-08-04,2024-08-04,,Miscellaneous,5320,Adrian Ramsay,,2024-07-05,,Board member and charity trustee of Beyond Carnism. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10095,,,,
9528,Attendee of the Royal College of Defence Studies Global Strategy Programme '25,,2024-08-02,2024-08-04,,Miscellaneous,4277,Mrs Emma Lewell-Buck,2024-07-16,2025-07-18,,Attendee of the Royal College of Defence Studies Global Strategy Programme '25,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9528,,,,
8617,"Company director, Saibick Investments Ltd.",,2024-07-31,2024-08-04,2024-09-04,Miscellaneous,5241,Aphra Brandreth,,2024-08-13,,"Company director, Saibick Investments Ltd.",Other,https://interests-api.parliament.uk/api/v1/Interests/8617,,,,
9696,"Unpaid directorship, Sterling Montague Ltd.",,2024-08-03,2024-08-04,,Miscellaneous,5203,Alison Griffiths,,,,"Unpaid directorship, Sterling Montague Ltd.",Financial interest or material benefit,https://interests-api.parliament.uk/api/v1/Interests/9696,,,,
9694,"Unpaid directorship
Strategic Risk Control Ltd.",,2024-08-03,2024-08-04,,Miscellaneous,5203,Alison Griffiths,,,,"Unpaid directorship
Strategic Risk Control Ltd.",Financial interest or material benefit,https://interests-api.parliament.uk/api/v1/Interests/9694,,,,
9418,"Chair of Governors, Grafton Primary School, London. This is an unpaid role.",,2024-08-02,2024-08-04,,Miscellaneous,5175,Mr Alex Barros-Curtis,,,,"Chair of Governors, Grafton Primary School, London. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9418,,,,
9119,Non-voting member of the South Yorkshire Mayoral Combined Authority as a result of being the Leader of Bassetlaw District Council. This is an unpaid role.,,2024-08-02,2024-08-04,,Miscellaneous,5047,James Naish,,2024-07-25,,Non-voting member of the South Yorkshire Mayoral Combined Authority as a result of being the Leader of Bassetlaw District Council. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9119,,,,
10225,Labour & Co-Operative Councillor for Rochester East and Warren Wood.,,2024-08-04,2024-08-04,,Miscellaneous,5298,Lauren Edwards,2024-07-05,,,Labour & Co-Operative Councillor for Rochester East and Warren Wood.,Other,https://interests-api.parliament.uk/api/v1/Interests/10225,,,,
8953,Unpaid Directorship at Farage Media LTD.,,2024-08-04,2024-08-04,,Miscellaneous,5091,Nigel Farage,,,,Unpaid Directorship at Farage Media LTD.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8953,,,,
9729,Associate Governor of a Warrington based primary school. This is an unpaid role.,,2024-08-03,2024-08-04,,Miscellaneous,5154,Sarah Hall,,,,Associate Governor of a Warrington based primary school. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9729,,,,
9936,Director of Josan Estates Ltd. This is an unpaid role.,,2024-08-03,2024-08-04,,Miscellaneous,5059,Gurinder Singh Josan,,,,Director of Josan Estates Ltd. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9936,,,,
8709,Director of IRC UK Trading Limited.,,2024-07-31,2024-08-04,,Miscellaneous,5341,Laura Kyrke-Smith,,,,Director of IRC UK Trading Limited.,Other,https://interests-api.parliament.uk/api/v1/Interests/8709,,,,
8519,Chair of Clydebank & Milngavie CLP. This is an unpaid role.,,2024-07-31,2024-08-04,,Miscellaneous,5057,Douglas McAllister,,,,Chair of Clydebank & Milngavie CLP. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8519,,,,
8326,"Non Executive Board Member, The Center for Countering Digital Hate (CCDH). This is an unpaid role.",,2024-08-01,2024-08-04,,Miscellaneous,5114,Kirsty McNeill,,2024-07-11,,"Non Executive Board Member, The Center for Countering Digital Hate (CCDH). This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8326,,,,
9759,Trustee of Norton Canes Community Association (Norton Canes Community Centre). This is an unpaid role.,,2024-08-03,2024-08-04,,Miscellaneous,5034,Josh Newbury,,,,Trustee of Norton Canes Community Association (Norton Canes Community Centre). This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9759,,,,
9261,Unpaid director of a residents property management company. This is an unpaid role.,,2024-08-02,2024-08-04,,Miscellaneous,5079,Joani Reid,,,,Unpaid director of a residents property management company. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9261,,,,
10211,Member of Euston Business Improvement District Board,,2024-08-04,2024-08-04,,Miscellaneous,5305,Georgia Gould,,2024-07-30,,Member of Euston Business Improvement District Board,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10211,,,,
10007,Unpaid directorship of Home Grown Life Ltd.,,2024-08-03,2024-08-04,,Miscellaneous,5201,Victoria Collins,,,,Unpaid directorship of Home Grown Life Ltd.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10007,,,,
9151,Unpaid director of a property management company.,,2024-08-01,2024-08-04,,Miscellaneous,5174,Fred Thomas,,,,Unpaid director of a property management company.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9151,,,,
9741,Non-practising solicitor (regulated by the Solicitor's Regulatory Authority).,,2024-08-03,2024-08-04,,Miscellaneous,5349,Alex McIntyre,,,,Non-practising solicitor (regulated by the Solicitor's Regulatory Authority).,Other,https://interests-api.parliament.uk/api/v1/Interests/9741,,,,
9720,Shares in a privately owned company - Avison Young Canada Inc.,,2024-08-03,2024-08-04,,Miscellaneous,5093,Alison Taylor,,,,Shares in a privately owned company - Avison Young Canada Inc.,Financial interest or material benefit,https://interests-api.parliament.uk/api/v1/Interests/9720,,,,
9522,Chair of the Labour Friends of Kosovo group,,2024-08-02,2024-08-04,,Miscellaneous,4277,Mrs Emma Lewell-Buck,2024-07-23,,,Chair of the Labour Friends of Kosovo group,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9522,,,,
9217,Unpaid director for the local community-run post office.,,2024-08-02,2024-08-04,,Miscellaneous,5206,Elaine Stewart,,,,Unpaid director for the local community-run post office.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9217,,,,
9128,Non-continuous board member of the Trent Valley Internal Drainage Board as a result of being a Bassetlaw District Councillor. This is an unpaid role.,,2024-08-02,2024-08-04,,Miscellaneous,5047,James Naish,,2024-08-01,,Non-continuous board member of the Trent Valley Internal Drainage Board as a result of being a Bassetlaw District Councillor. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9128,,,,
9075,Thatcham Town Councillor. This is an unpaid role.,,2024-08-01,2024-08-04,,Miscellaneous,5310,Mr Lee Dillon,,,,Thatcham Town Councillor. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9075,,,,
9852,"Director/Secretary, Labour First Ltd. This is an unpaid role.",,2024-08-03,2024-08-04,,Miscellaneous,5112,Luke Akehurst,,,,"Director/Secretary, Labour First Ltd. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9852,,,,
10155,Chair of the Society of Labour Lawyers. This is an unpaid role.,,2024-08-04,2024-08-04,,Miscellaneous,5143,Catherine Atkinson,,,,Chair of the Society of Labour Lawyers. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10155,,,,
10090,Member of the Labour Renaissance Advisory Board. This is an unpaid role.,,2024-08-04,2024-08-04,,Miscellaneous,5224,Kate Dearden,,,,Member of the Labour Renaissance Advisory Board. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10090,,,,
8933,Membership at 5 Hertford Street.,,2024-08-04,2024-08-04,,Miscellaneous,5091,Nigel Farage,,,,Membership at 5 Hertford Street.,Financial interest or material benefit,https://interests-api.parliament.uk/api/v1/Interests/8933,,,,
9108,Member of the East Midlands Councils executive board as a result of being the Leader of Bassetlaw District Council. This is an unpaid role.,,2024-08-02,2024-08-04,,Miscellaneous,5047,James Naish,,2024-07-25,,Member of the East Midlands Councils executive board as a result of being the Leader of Bassetlaw District Council. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9108,,,,
9061,Unpaid director of a property management company. This is an unpaid role.,,2024-08-01,2024-08-04,,Miscellaneous,5047,James Naish,,,,Unpaid director of a property management company. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9061,,,,
8543,"Trustee of EDUCATE, a registered charity supporting education projects in Western Uganda. This is an unpaid role.",,2024-07-31,2024-08-04,,Miscellaneous,5229,Joe Powell,,,,"Trustee of EDUCATE, a registered charity supporting education projects in Western Uganda. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8543,,,,
9943,Yorkshire & Humber Labour Party Regional Executive Committee North Yorkshire CLP representative.,,2024-08-03,2024-08-04,,Miscellaneous,5254,Alison Hume,,,,Yorkshire & Humber Labour Party Regional Executive Committee North Yorkshire CLP representative.,Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/9943,,,,
10473,"Unpaid Borough Councillor, Amber Valley Borough Council.",,2024-07-29,2024-08-04,,Miscellaneous,5107,Linsey Farnsworth,,,,"Unpaid Borough Councillor, Amber Valley Borough Council.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10473,,,,
9269,Member of the [redacted] Housing Association.,,2024-08-02,2024-08-04,,Miscellaneous,5249,Ellie Chowns,,,,Member of the [redacted] Housing Association.,Other,https://interests-api.parliament.uk/api/v1/Interests/9269,,,,
9730,"I am a solicitor, although I left my employment as a solicitor (Associate) with Thompsons Solicitors LLP on 5 July 2024.",,2024-08-03,2024-08-04,,Miscellaneous,5230,Warinder Juss,,,,"I am a solicitor, although I left my employment as a solicitor (Associate) with Thompsons Solicitors LLP on 5 July 2024.",Other,https://interests-api.parliament.uk/api/v1/Interests/9730,,,,
9194,"Trustee, Museum of Policing in Cheshire. This is an unpaid role.",,2024-08-02,2024-08-04,,Miscellaneous,5154,Sarah Hall,,,,"Trustee, Museum of Policing in Cheshire. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9194,,,,
9129,Member of the Local Community Liaison Committee run by EDF Energy as a result of being the Councillor for Sturton Ward in Bassetlaw. This is an unpaid role.,,2024-08-02,2024-08-04,,Miscellaneous,5047,James Naish,,,,Member of the Local Community Liaison Committee run by EDF Energy as a result of being the Councillor for Sturton Ward in Bassetlaw. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9129,,,,
9937,Unpaid directorship of a private company (Space Republic Limited),,2024-08-03,2024-08-04,2024-09-02,Miscellaneous,5113,Claire Hughes,,2024-08-05,,Unpaid directorship of a private company (Space Republic Limited),Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9937,,,,
1824,"Professor of Practice at SOAS, University of London. This is an unpaid role.",,2021-08-09,2024-08-04,2024-08-04,Miscellaneous,206,Mr David Lammy,2021-07-28,2024-09-10,,"Professor of Practice at SOAS, University of London. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1824,2024-09-24,,,
10209,Member of Euston Partnership Board - this was in my capacity as leader of Camden Council so ceased when I stood down from this role.,,2024-08-04,2024-08-04,,Miscellaneous,5305,Georgia Gould,2024-07-10,2024-07-11,,Member of Euston Partnership Board - this was in my capacity as leader of Camden Council so ceased when I stood down from this role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10209,,,,
10166,Associate member of Deka Chambers.,,2024-08-04,2024-08-04,,Miscellaneous,5082,Jake Richards,,,,Associate member of Deka Chambers.,Other,https://interests-api.parliament.uk/api/v1/Interests/10166,,,,
10010,Unpaid role as elected councillor on Bridgnorth Town council.,,2024-08-03,2024-08-04,,Miscellaneous,5171,Julia Buckley,,,,Unpaid role as elected councillor on Bridgnorth Town council.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10010,,,,
8848,"Volunteer on community radio station, Today's More Choice Radio. This is an unpaid role.",,2024-08-01,2024-08-04,,Miscellaneous,5233,Lee Pitcher,2022-04-01,,,"Volunteer on community radio station, Today's More Choice Radio. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8848,,,,
9295,"Unpaid Director of Right To Manage company, looking after the block of flats I live in.",,2024-08-02,2024-08-04,,Miscellaneous,5083,Bobby Dean,2022-07-21,,,"Unpaid Director of Right To Manage company, looking after the block of flats I live in.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9295,,,,
8954,Unpaid Directorship at Reform Party UK.,,2024-08-04,2024-08-04,,Miscellaneous,5091,Nigel Farage,,,,Unpaid Directorship at Reform Party UK.,Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/8954,,,,
8446,Company shares in SRM Industries Ltd. These are alphabet shares with no monetary value.,,2024-07-31,2024-08-04,,Miscellaneous,5107,Linsey Farnsworth,,,Martin Spare,Company shares in SRM Industries Ltd. These are alphabet shares with no monetary value.,Financial interest or material benefit,https://interests-api.parliament.uk/api/v1/Interests/8446,,,,
7586,Contributor and editing committee of BSI 30440 Validation of AI in Health. This is an unpaid role.,,2024-08-04,2024-08-04,,Miscellaneous,5334,Dr Allison Gardner,,2024-08-04,,Contributor and editing committee of BSI 30440 Validation of AI in Health. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7586,,,,
8345,"I am elected to Norfolk County Council, representing Thetford West division. This is an unpaid role.",,2024-07-30,2024-08-04,,Miscellaneous,5338,Terry Jermy,,,,"I am elected to Norfolk County Council, representing Thetford West division. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8345,,,,
9932,Chair of Trustees at HOPE not hate Charitable Trust. This is an unpaid role.,,2024-08-03,2024-08-04,,Miscellaneous,5059,Gurinder Singh Josan,,,,Chair of Trustees at HOPE not hate Charitable Trust. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9932,,,,
8493,Board of West Dunbartonshire Citizens' Advice Bureau. This is an unpaid role.,,2024-07-31,2024-08-04,,Miscellaneous,5057,Douglas McAllister,,,,Board of West Dunbartonshire Citizens' Advice Bureau. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8493,,,,
9760,"Co-opted governor at Jerome Primary School, Norton Canes. This is an unpaid role.",,2024-08-03,2024-08-04,,Miscellaneous,5034,Josh Newbury,,,,"Co-opted governor at Jerome Primary School, Norton Canes. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9760,,,,
10358,"Councillor, London Borough of Ealing. I do not receive an allowance for this role.",,2024-08-04,2024-08-04,,Miscellaneous,5075,Deirdre Costigan,,,,"Councillor, London Borough of Ealing. I do not receive an allowance for this role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10358,,,,
8615,Unpaid Director of Saibick Limited.,,2024-07-31,2024-08-04,2024-09-04,Miscellaneous,5241,Aphra Brandreth,,2024-08-13,,Unpaid Director of Saibick Limited.,Other,https://interests-api.parliament.uk/api/v1/Interests/8615,,,,
9718,Fellow of the Faculty of Public Health.,,2024-08-03,2024-08-04,,Miscellaneous,5307,Dr Beccy Cooper,,,,Fellow of the Faculty of Public Health.,Other,https://interests-api.parliament.uk/api/v1/Interests/9718,,,,
9617,Membership of the legal profession as a solicitor.,,2024-08-02,2024-08-04,,Miscellaneous,5333,Lucy Rigby,,,,Membership of the legal profession as a solicitor.,Other,https://interests-api.parliament.uk/api/v1/Interests/9617,,,,
9105,Member of the District Councils' Network as a result of being the Leader of Bassetlaw District Council. This is an unpaid role.,,2024-08-02,2024-08-04,,Miscellaneous,5047,James Naish,,2024-07-25,,Member of the District Councils' Network as a result of being the Leader of Bassetlaw District Council. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9105,,,,
8585,Chartered Town Planner Member of the Royal Town Planning Institute. This is an unpaid role.,,2024-07-31,2024-08-04,,Miscellaneous,5250,Gideon Amos,,,,Chartered Town Planner Member of the Royal Town Planning Institute. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8585,,,,
10141,"Councillor, Inverclyde Council. This is an unpaid role.",,2024-08-04,2024-08-04,2024-09-04,Miscellaneous,5129,Martin McCluskey,,2024-09-04,,"Councillor, Inverclyde Council. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10141,,,,
9931,"Trustee, Friends of Labour Students. This is an unpaid role.",,2024-08-03,2024-08-04,,Miscellaneous,5112,Luke Akehurst,,,,"Trustee, Friends of Labour Students. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9931,,,,
8233,Auditor LGBT+ Labour.,,2024-07-30,2024-08-04,,Miscellaneous,5211,James Asser,,2024-07-20,,Auditor LGBT+ Labour.,Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/8233,,,,
9689,Director of Movement for Another Future Limited. This is an unpaid role.,,2024-08-03,2024-08-04,,Miscellaneous,5175,Mr Alex Barros-Curtis,,,,Director of Movement for Another Future Limited. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9689,,,,
8417,Chair of Stop Uyghur Genocide Charity. This is an unpaid role.,,2024-07-31,2024-08-04,,Miscellaneous,5076,Blair McDougall,,,,Chair of Stop Uyghur Genocide Charity. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8417,,,,
8488,Non practising Solicitor (qualified in Scotland).,,2024-07-31,2024-08-04,,Miscellaneous,5057,Douglas McAllister,,,,Non practising Solicitor (qualified in Scotland).,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8488,,,,
1811,Barrister (non-practising).,,,2024-08-04,,Miscellaneous,206,Mr David Lammy,,,,Barrister (non-practising).,Other,https://interests-api.parliament.uk/api/v1/Interests/1811,,,,
3487,"Chairman of the Conservative Party. This post carries a salary of £69,000 per annum.",,2023-11-16,2024-08-04,2024-08-04,Miscellaneous,4813,Mr Richard Holden,2023-11-13,2024-07-08,,"Chairman of the Conservative Party. This post carries a salary of £69,000 per annum.",Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/3487,,,,
