ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,Appg,PaymentType,PaymentDescription,Value,ReceivedDate,AcceptedDate,ReceivedEndDate,IsSoleBeneficiary,DonorName,DonorPublicAddress,DonorStatus,DonorCompanyName,DonorCompanyUrl,DonorCompanyIdentifier,DonorCompanyIdentifierSource,DonorTrustDetails,DonorOtherDetails
6715,,Society of London Theatre - £525.00,31/07/2024,01/08/2024,,"Gifts, benefits and hospitality from UK sources",Rachel Blake,5257,,InKind,Ticket to the Olivier Awards,525,14/04/2024,14/04/2024,,TRUE,Society of London Theatre,"32 Rose Street, Covent Garden, London WC2E 9ET.",Company,Society of London Theatre,,527227,Companies House,,
7056,,"The Jockey Club - £1,800.00",31/07/2024,01/08/2024,,"Gifts, benefits and hospitality from UK sources",David Baines,5092,,InKind,Two tickets with hospitality to the Grand National at Aintree Racecourse as a guest of the Jockey Club.,1800,13/04/2024,13/04/2024,,FALSE,The Jockey Club,"21-27 Lamb's Conduit Street, London WC1N 3NL",Company,The Jockey Club,,2909409,Companies House,,
8346,,Google - £500.00,30/07/2024,01/08/2024,,"Gifts, benefits and hospitality from UK sources",Olivia Bailey,5337,,InKind,"When working for a member of parliament prior to my election as an MP, I was invited to a Google Future Forum two day event",500,07/09/2023,08/09/2023,,TRUE,Google,"1-13 St Giles High St, London WC2H 8AG",Company,Google,,3977902,Companies House,,
8347,,"Premier League - £2,800.00",30/07/2024,01/08/2024,,"Gifts, benefits and hospitality from UK sources",Olivia Bailey,5337,,InKind,Tickets for me and 3 family members to attend the final of the 2023 Community Shield,2800,06/08/2023,06/08/2023,,FALSE,Premier League,"168 Bath Street, Glasgow G2 4TQ",Company,Premier League,,SC117540,Companies House,,
7293,,Elect Her - £500.00,24/07/2024,01/08/2024,,"Gifts, benefits and hospitality from UK sources",Juliet Campbell,5058,,Cash,For cothes,500,25/03/2024,25/03/2024,,TRUE,Elect Her,4-5 Mitchell Street Edinburgh EH6 7BD,Friendly society,,,,,,
7165,,Lawn Tennis Assocation - £550.00,30/07/2024,01/08/2024,,"Gifts, benefits and hospitality from UK sources",Gordon McKee,5189,,InKind,Two tickets for me and guest for the Men's Wimbledon final,550,14/07/2024,14/07/2024,,FALSE,Lawn Tennis Assocation,"The National Tennis Centre, 100 Priory Lane, Roehampton, London SW15 5JQ",Company,Lawn Tennis Assocation,,7459469,Companies House,,
8928,,Coalition for Global Prosperity (CGP) - £578.26,01/08/2024,01/08/2024,,"Gifts, benefits and hospitality from UK sources",Rebecca Smith,5301,,InKind,"Accommodation, meals and attendance at a two day foreign policy conference for parliamentary candidates at Ditchley Park, Oxfordshire",578.26,07/09/2023,07/09/2023,,TRUE,Coalition for Global Prosperity (CGP),"1 Horse Guards Avenue, London SW1A 2HU",Company,Coalition for Global Prosperity (CGP),,10894509,Companies House,,
8804,,Carlton Club - £760.00,01/08/2024,01/08/2024,,"Gifts, benefits and hospitality from UK sources",Gregory Stafford,5351,,InKind,free temporary admission to the Club from 25 September 2023 until the General Election. Admission was never used and figure is an estimate,760,18/09/2023,25/09/2023,05/07/2024,TRUE,Carlton Club,"69 St James’s Street, London SW1A 1PJ",Company,Carlton Club,,573221,Companies House,,
8315,,R&A Championships Limited - £375.00,30/07/2024,31/07/2024,,"Gifts, benefits and hospitality from UK sources",John Lamont,4608,,InKind,"Guest at The Open Championships, Troon",375,20/07/2024,20/07/2024,,TRUE,R&A Championships Limited,"Beach House
Golf Place
St Andrews
KY16 9JA",Company,R&A Championships Limited,,SC247047,Companies House,,
8560,,Liverpool Football Club - £598.00,31/07/2024,31/07/2024,,"Gifts, benefits and hospitality from UK sources",Dan Carden,4651,,InKind,Two tickets with hospitality for An Evening with Jürgen Klopp & Special Guests at Anfield Stadium,598,28/05/2024,28/05/2024,,FALSE,Liverpool Football Club,"Anfield Road, Anfield, Liverpool L4 0TH",Company,Liverpool Football Club,,35668,Companies House,,
7796,,MAMA Festivals Ltd - £796.00,19/07/2024,31/07/2024,,"Gifts, benefits and hospitality from UK sources",Carla Denyer,5102,,InKind,"two tickets to Wilderness Festival 2023 for me and a guest, and £240 speakers' fee, in exchange for speaking on two panels at the festival. Speakers' fee was donated to The Green Party",796,03/07/2023,03/07/2023,,FALSE,MAMA Festivals Ltd,"Farmiloe, 30 St John Street, London EC1M 4AY",Company,MAMA Festivals Ltd,,6798945,Companies House,,
7161,,Carlton Club (London) Limited - £551.00,29/07/2024,30/07/2024,,"Gifts, benefits and hospitality from UK sources",Rebecca Paul,5297,,InKind,Temporary admission to the Carlton Club from 23 September 2023 to 4 July 2024,551,23/09/2023,23/09/2023,04/07/2024,TRUE,Carlton Club (London) Limited,"69 St James's Street, London SW1A 1PJ",Company,Carlton Club (London) Limited,,573221,Companies House,,
7216,,Cambridge University Centre for Geopolitics - £224.76,29/07/2024,30/07/2024,,"Gifts, benefits and hospitality from UK sources",Mr Douglas Alexander,632,,Cash,Travel expenses for attending a conference,224.76,11/12/2023,11/12/2023,,TRUE,Cambridge University Centre for Geopolitics,"Fitzwilliam House, 32 Trumpington Street, Cambridge CB2 1QY",Other,,,,,,University
7217,,Cambridge University Centre for Geopolitics - £132.99,29/07/2024,30/07/2024,,"Gifts, benefits and hospitality from UK sources",Mr Douglas Alexander,632,,Cash,Travel expenses for attending a conference,132.99,13/05/2024,13/05/2024,,TRUE,Cambridge University Centre for Geopolitics,"Fitzwilliam House, 32 Trumpington Street, Cambridge CB2 1QY",Other,,,,,,University
7410,,Coalition for Global Prosperity (CGP) - £578.26,25/07/2024,30/07/2024,,"Gifts, benefits and hospitality from UK sources",Lewis Cocking,5050,,InKind,"Accommodation, meals and attendance at a two day foreign policy conference for parliamentary candidates at Ditchley Park, Oxfordshire",578.26,07/09/2023,07/09/2023,08/09/2023,TRUE,Coalition for Global Prosperity (CGP),"1 Horse Guards Avenue, London SW1A 2HU",Company,Coalition for Global Prosperity (CGP),,10894509,Companies House,,
8170,,British Association of Shooting and Consertvation - £102.00,30/07/2024,30/07/2024,,"Gifts, benefits and hospitality from UK sources",Stuart Anderson,4742,,InKind,Tickets for me and my family to The Game Fair,102,27/07/2024,27/07/2024,,FALSE,British Association of Shooting and Consertvation,"Marford Mill, Rossett, Wrexham LL12 0HL",Company,British Association of Shooting and Consertvation,,28488R,Companies House,,
7287,,The Football Association - £388.00,29/07/2024,30/07/2024,,"Gifts, benefits and hospitality from UK sources",Justin Madders,4418,,InKind,"Two FA Cup Final matchday tickets and hospitality, for myself and a family member, at Wembley Stadium on 25 May 2024",388,25/05/2024,25/05/2024,,FALSE,The Football Association,"Wembley Stadium, PO Box 1966, London SW1P 98Q",Company,The Football Association,,77797,Companies House,,
7567,,Coalition for Global Prosperity (CGP) - £361.69,26/07/2024,30/07/2024,,"Gifts, benefits and hospitality from UK sources",Steve Race,5064,,InKind,"Accommodation, meals, and attendance at a two day foreign policy conference for parliamentary candidates at St George’s House, Windsor Castle",361.69,20/07/2023,20/07/2023,,TRUE,Coalition for Global Prosperity (CGP),"1 Horse Guards Avenue, London SW1A 2HU",Company,Coalition for Global Prosperity (CGP),,10894509,Companies House,,
7568,,Coalition for Global Prosperity (CGP) - £528.26,26/07/2024,30/07/2024,,"Gifts, benefits and hospitality from UK sources",Steve Race,5064,,InKind,"Accommodation, meals and attendance at a two day foreign policy conference for parliamentary candidates at Ditchley Park, Oxfordshire",528.26,07/09/2023,07/09/2023,,TRUE,Coalition for Global Prosperity (CGP),"1 Horse Guards Avenue, London SW1A 2HU",Company,Coalition for Global Prosperity (CGP),,10894509,Companies House,,
7654,,Gerard McDermott KC - £931.28,26/07/2024,30/07/2024,,"Gifts, benefits and hospitality from UK sources",Jonathan Reynolds,4119,,InKind,The hire of a car and driver to transport myself and two guests from the constituency to London on Friday 5 July 2024.,931.28,05/07/2024,05/07/2024,,FALSE,Gerard McDermott KC,,Individual,,,,,,
7655,,"Labour Together Limited - £10,000.00",29/07/2024,30/07/2024,,"Gifts, benefits and hospitality from UK sources",Imogen Walker,5136,,Cash,for direct mails and digital campaigning,10000,19/04/2024,19/04/2024,,TRUE,Labour Together Limited,"Langley House, Park Road, East Finchley, London N2 8EY",Company,Labour Together Limited,,9630980,Companies House,,
1123,,Henham Strategy - £499.00,12/07/2023,29/07/2024,,"Gifts, benefits and hospitality from UK sources",George Freeman,4020,,InKind,Ticket for England vs Scotland Six Nations match at Twickenham,499,04/02/2023,04/02/2023,,TRUE,Henham Strategy,"Flat 55, 3 Cornell Square, London SW8 2ER",Company,Henham Strategy,,11331005,Companies House,,
7797,,British Broadcasting Corporation (BBC) - £426.00,29/07/2024,29/07/2024,,"Gifts, benefits and hospitality from UK sources",Carla Denyer,5102,,InKind,"Travel, accommodation and food associated with an appearance on Any Questions (value is estimated)",426,01/09/2023,01/09/2023,,TRUE,British Broadcasting Corporation (BBC),"Broadcasting House, Portland Place, London W1A 1AA",Company,British Broadcasting Corporation (BBC),,RC000057,Companies House,,
7818,,British Broadcasting Corporation (BBC) - £738.20,29/07/2024,29/07/2024,,"Gifts, benefits and hospitality from UK sources",Carla Denyer,5102,,InKind,"Travel, accommodation and food associated with an appearance on Question Time (value is partially estimated). Two members of Green Party staff shared the food with me, but travel and accommodation were only provided for myself.",738.2,06/06/2024,06/06/2024,,FALSE,British Broadcasting Corporation (BBC),"Broadcasting House, Portland Place, London  W1A 1AA",Company,British Broadcasting Corporation (BBC),,RC000057,Companies House,,
7813,,British Broadcasting Corporation (BBC) - £433.00,29/07/2024,29/07/2024,,"Gifts, benefits and hospitality from UK sources",Carla Denyer,5102,,InKind,"Travel, accommodation and food associated with an appearance on Any Questions (value is estimated).",433,18/04/2024,18/04/2024,,TRUE,British Broadcasting Corporation (BBC),"Broadcasting House, Portland Place, London  W1A 1AA",Company,British Broadcasting Corporation (BBC),,RC000057,Companies House,,
7820,,ITV Broadcasting Ltd - £383.78,28/07/2024,29/07/2024,,"Gifts, benefits and hospitality from UK sources",Carla Denyer,5102,,InKind,"Travel, accommodation and food associated with an appearance on 'ITV Election Debate 2024' (value is partially estimated). Two members of Green Party staff shared the food with me, but travel and accommodation were only provided for myself.",383.78,13/06/2024,13/06/2024,,FALSE,ITV Broadcasting Ltd,"ITV White City, 201 Wood Lane, London, United Kingdom, W12 7RU",Company,ITV Broadcasting Ltd,,955957,Companies House,,
7812,,British Broadcasting Corporation (BBC) - £120.45,29/07/2024,29/07/2024,,"Gifts, benefits and hospitality from UK sources",Carla Denyer,5102,,InKind,Travel and food associated with an appearance on Sunday with Laura Kuenssberg (value partially estimated).,120.45,14/04/2024,14/04/2024,,TRUE,British Broadcasting Corporation (BBC),"Broadcasting House, Portland Place, London  W1A 1AA",Company,British Broadcasting Corporation (BBC),,RC000057,Companies House,,
7409,,Coalition for Global Prosperity (CGP) - £395.69,25/07/2024,29/07/2024,,"Gifts, benefits and hospitality from UK sources",Lewis Cocking,5050,,InKind,"Accommodation, meals, parking and attendance at a two day foreign policy conference for parliamentary candidates at St George’s House, Windsor Castle",395.69,20/07/2023,20/07/2023,21/07/2023,FALSE,Coalition for Global Prosperity (CGP),"1 Horse Guards Avenue, London SW1A 2HU",Company,Coalition for Global Prosperity (CGP),,10894509,Companies House,,
7819,,British Broadcasting Corporation (BBC) - £385.00,29/07/2024,29/07/2024,,"Gifts, benefits and hospitality from UK sources",Carla Denyer,5102,,InKind,Travel and food associated with an appearance on 'Election 2024 - BBC Election Debate' for myself and 3 Green Party staff (value is partially estimated).,385,07/06/2024,07/06/2024,,FALSE,British Broadcasting Corporation (BBC),"Broadcasting House, Portland Place, London  W1A 1AA",Company,British Broadcasting Corporation (BBC),,RC000057,Companies House,,
7814,,British Broadcasting Corporation (BBC) - £226.30,29/07/2024,29/07/2024,,"Gifts, benefits and hospitality from UK sources",Carla Denyer,5102,,InKind,Travel and food associated with an appearance on Any Questions (value is estimated).,226.3,26/04/2024,26/04/2024,,TRUE,British Broadcasting Corporation (BBC),"Broadcasting House, Portland Place, London  W1A 1AA",Company,British Broadcasting Corporation (BBC),,RC000057,Companies House,,
7803,,British Broadcasting Corporation (BBC) - £129.95,29/07/2024,29/07/2024,,"Gifts, benefits and hospitality from UK sources",Carla Denyer,5102,,InKind,Travel and food associated with an appearance on Sunday with Laura Kuenssberg (value partially estimated).,129.95,05/11/2023,05/11/2023,,TRUE,British Broadcasting Corporation (BBC),"Broadcasting House, Portland Place, London  W1A 1AA",Company,British Broadcasting Corporation (BBC),,RC000057,Companies House,,
7816,,British Broadcasting Corporation (BBC) - £45.00,29/07/2024,29/07/2024,,"Gifts, benefits and hospitality from UK sources",Carla Denyer,5102,,InKind,Travel associated with an appearance on BBC Breakfast (value is estimated).,45,23/05/2024,23/05/2024,,TRUE,British Broadcasting Corporation (BBC),"Broadcasting House, Portland Place, London  W1A 1AA",Company,British Broadcasting Corporation (BBC),,RC000057,Companies House,,
7822,,ITV Broadcasting LIMITED - £30.00,29/07/2024,29/07/2024,,"Gifts, benefits and hospitality from UK sources",Carla Denyer,5102,,InKind,Travel associated with an appearance on ITV Tonight leaders' interviews,30,19/06/2024,19/06/2024,,TRUE,ITV Broadcasting LIMITED,"Itv White City, 201 Wood Lane, London, United Kingdom, W12 7RU",Company,ITV Broadcasting LIMITED,,955957,Companies House,,
7823,,ITV Broadcasting LIMITED - £35.00,29/07/2024,29/07/2024,,"Gifts, benefits and hospitality from UK sources",Carla Denyer,5102,,InKind,Travel associated with an appearance on ITV West Country Debate,35,11/07/2024,11/07/2024,,TRUE,ITV Broadcasting LIMITED,"Itv White City, 201 Wood Lane, London, United Kingdom, W12 7RU",Company,ITV Broadcasting LIMITED,,955957,Companies House,,
7656,,"Gary Lubner - £15,000.00",29/07/2024,29/07/2024,,"Gifts, benefits and hospitality from UK sources",Imogen Walker,5136,,Cash,for direct mails and digital campaigning,15000,23/11/2023,23/11/2023,,TRUE,Gary Lubner,,Individual,,,,,,
6223,,Liverpool Football Club - £900.00,26/07/2024,26/07/2024,,"Gifts, benefits and hospitality from UK sources",Kim Johnson,4824,,InKind,Two tickets and hospitality to Taylor Swift on 13 June 2024 at a cost of £450 per ticket,900,13/06/2024,13/06/2024,,FALSE,Liverpool Football Club,"10th Floor, 20 Chapel Street, Liverpool L3 9AG",Company,Liverpool Football Club,,3442228,Companies House,,
7085,,Coalition for Global Prosperity (CGP) - £578.26,23/07/2024,24/07/2024,,"Gifts, benefits and hospitality from UK sources",Bradley Thomas,5186,,InKind,"Accomodation, meals and attendance at a two day foreign policy conference for parliamentary candidates at Ditchley Park, Oxfordshire",578.26,07/09/2023,07/09/2023,,TRUE,Coalition for Global Prosperity (CGP),"1 Horse Guards Avenue, London SW1A 2HU",Company,Coalition for Global Prosperity (CGP),,10894509,Companies House,,
7114,,Coalition for Global Prosperity - £578.26,23/07/2024,24/07/2024,,"Gifts, benefits and hospitality from UK sources",David Taylor,5348,,InKind,"Accommodation, meals and attendance at a two day foreign policy conference for parliamentary candidates at Ditchley Park, Oxfordshire",578.26,07/09/2023,07/09/2023,,FALSE,Coalition for Global Prosperity,"1 Horse Guards Avenue, London SW1A 2HU",Company,Coalition for Global Prosperity,,10894509,Companies House,,
7124,,"Silverstone Circuits Limited - £3,636.00",24/07/2024,24/07/2024,,"Gifts, benefits and hospitality from UK sources",Sarah Bool,5355,,InKind,"Two tickets to Grand Prix race day in the Directors' Box for myself and a guest (£1,515 plus VAT per ticket)",3636,07/07/2024,07/07/2024,,FALSE,Silverstone Circuits Limited,"Silverstone Circuit, Towcester, Northamptonshire NN12 8TN",Company,Silverstone Circuits Limited,,882843,Companies House,,
7190,,"Carlton Club - £2,500.00",24/07/2024,24/07/2024,,"Gifts, benefits and hospitality from UK sources",Ben Obese-Jecty,5089,,InKind,Temporary club membership as a prospective parliamentary candidate until the General Election,2500,10/10/2023,10/10/2023,04/07/2024,TRUE,Carlton Club,"69 St. James's Street, London SW1A 1PJ",Unincorporated association,,,,,,
6864,,Welspun UK Limited - £550.00,22/07/2024,24/07/2024,,"Gifts, benefits and hospitality from UK sources",Navendu Mishra,4811,,InKind,Two tickets to Wimbledon used by family members,550,25/06/2024,13/07/2024,,FALSE,Welspun UK Limited,"6th Floor, Regent House, Heaton Lane, Stockport SK4 1BS",Company,Welspun UK Limited,,3902741,Companies House,,
6949,,"The Carlton Club - £2,635.00",23/07/2024,23/07/2024,,"Gifts, benefits and hospitality from UK sources",Bradley Thomas,5186,,InKind,Temporary admission to the Carlton Club as a Parliamentary Candidate,2635,01/09/2023,01/09/2023,,TRUE,The Carlton Club,"69 St James's Street, London SW1A 1PJ",Company,The Carlton Club,,573221,Companies House,,
6950,,"The Carlton Club - £2,635.00",23/07/2024,23/07/2024,,"Gifts, benefits and hospitality from UK sources",Mr Peter Bedford,5330,,InKind,Use of the Carlton Club facilities from 1 September 2023 until the General Election on 4 July 2024,2635,01/09/2023,01/09/2023,04/07/2024,TRUE,The Carlton Club,"69 St James's Street, London SW1A 1PJ",Company,The Carlton Club,,573221,Companies House,,
7080,,"The Football Association Premier League Limited - £2,000.00",23/07/2024,23/07/2024,,"Gifts, benefits and hospitality from UK sources",Catherine McKinnell,4125,,InKind,Two tickets with hospitality to Taylor Swift concert,2000,21/06/2024,21/06/2024,,FALSE,The Football Association Premier League Limited,"57 North Wharf Road, London W2 1HQ",Company,The Football Association Premier League Limited,,2719699,Companies House,,
7082,,Coalition for Global Prosperity (CGP) - £395.69,23/07/2024,23/07/2024,,"Gifts, benefits and hospitality from UK sources",Bradley Thomas,5186,,InKind,"Accomodation, meals, parking and attendance at a two day foreign policy conference for parliamentary candidates at St George’s House, Windsor Castle",395.69,20/07/2023,20/07/2023,,TRUE,Coalition for Global Prosperity (CGP),"1 Horse Guards Avenue, London SW1A 2HU",Company,Coalition for Global Prosperity (CGP),,10894509,Companies House,,
7109,,"JBC Defence Fund Ltd - £2,916.67",23/07/2024,23/07/2024,,"Gifts, benefits and hospitality from UK sources",Jeremy Corbyn,185,,Cash,Legal fees paid to my solicitor in the case of Millett Vs Corbyn,2916.67,17/07/2024,17/07/2024,,TRUE,JBC Defence Fund Ltd,"Lytchett House, 13 Freeland Park, Wareham, Poole,  Dorset BH16 6FA",Company,JBC Defence Fund Ltd,,"Ltd company, registration 12956185",Companies House,,
6862,,"The Carlton Club - £2,635.00",23/07/2024,23/07/2024,,"Gifts, benefits and hospitality from UK sources",Lewis Cocking,5050,,InKind,Temporary admission to the club whilst a PPC,2635,25/09/2023,25/09/2023,04/07/2024,FALSE,The Carlton Club,"69 St James's Street, London SW1A 1PJ",Company,The Carlton Club,,573221,Companies House,,
6861,,"The Football Association Premier League Limited - £4,000.00",22/07/2024,22/07/2024,,"Gifts, benefits and hospitality from UK sources",Sir Keir Starmer,4514,,InKind,Four tickets with hospitality to Taylor Swift concert,4000,21/06/2024,21/06/2024,,FALSE,The Football Association Premier League Limited,"57 North Wharf Road, London W2 1HQ",Company,The Football Association Premier League Limited,,2719699,Companies House,,
6882,,Leeds Cricket Football & Athletic Co. Ltd (Leeds Rhinos) - £576.00,22/07/2024,22/07/2024,,"Gifts, benefits and hospitality from UK sources",Keir Mather,4993,,InKind,Two tickets and dinner in Howard Suite at Leeds Rhinos vs Hull KR,576,20/07/2024,20/07/2024,,FALSE,Leeds Cricket Football & Athletic Co. Ltd (Leeds Rhinos),"Headingley Stadium, St Michael's Lane, Leeds LS6 3BR",Company,Leeds Cricket Football & Athletic Co. Ltd (Leeds Rhinos),,28301,Companies House,,
6781,,Age Partnership Group Limited - £450.00,22/07/2024,22/07/2024,,"Gifts, benefits and hospitality from UK sources",Alex Sobel,4658,,InKind,Three Tickets and hospitality to Leeds Rhinos v Castleford Tigers,450,01/06/2024,01/06/2024,,FALSE,Age Partnership Group Limited,"2200 Century Way, Thorpe Park, Leeds LS15 8ZB",Company,Age Partnership Group Limited,,9073284,Companies House,,
6757,,English Football League - £900.00,22/07/2024,22/07/2024,,"Gifts, benefits and hospitality from UK sources",Alex Sobel,4658,,InKind,Two tickets and hospitality for the Championship play off final,900,26/05/2024,26/05/2024,,FALSE,English Football League,"EFL House, 10-12 West Cliff, Preston PR1 8HU",Company,English Football League,,80612,Companies House,,
6609,,"National Liberal Club Ltd - £1,183.90",18/07/2024,19/07/2024,,"Gifts, benefits and hospitality from UK sources",Mike Martin,5219,,InKind,Honorary Membership of National Liberal Club as an  Liberal Democrat MP,1183.9,08/07/2024,12/07/2024,,TRUE,National Liberal Club Ltd,"1 Whitehall Place, London SW1A 2HE",Company,National Liberal Club Ltd,,1355034,Companies House,,
6743,,"Carlton Club (London) Ltd - £1,367.00",19/07/2024,19/07/2024,,"Gifts, benefits and hospitality from UK sources",Sir Ashley Fox,5101,,InKind,Granted temporary admission to the Carlton Club from my selection as a Conservative candidate in September 2023 to the General Election in July 2024,1367,11/09/2023,11/09/2023,04/07/2024,TRUE,Carlton Club (London) Ltd,"69 St James's Street
London SW1A 1PJ",Company,Carlton Club (London) Ltd,,573221,Companies House,,
6161,,"Mr Mike Brennan - £2,000.00",11/07/2024,17/07/2024,,"Gifts, benefits and hospitality from UK sources",Lincoln Jopp,5332,,InKind,Accommodation at the donor's house in the constituency be able to campaign more effectively from 1 June 2024 to 4 July 2024.  approximately,2000,01/06/2024,01/06/2024,04/07/2024,TRUE,Mr Mike Brennan,,Individual,,,,,,
6273,,"The Ivors Academy - £1,920.00",15/07/2024,16/07/2024,,"Gifts, benefits and hospitality from UK sources",Pat McFadden,1587,,InKind,"Two tickets to the Ivor Novello Awards ceremony, value £800 + VAT (per ticket)",1920,23/05/2024,23/05/2024,,FALSE,The Ivors Academy,"1 Upper James Street, London W1F 9DE",Company,The Ivors Academy,,3643088,Companies House,,
5981,,"JBC Defence Ltd - £2,916.67",09/07/2024,12/07/2024,,"Gifts, benefits and hospitality from UK sources",Jeremy Corbyn,185,,Cash,The money went directly to the solicitor in the case of case of Millett Vs Corbyn,2916.67,04/06/2024,04/06/2024,,TRUE,JBC Defence Ltd,"Lytchett House, 13 Freeland Park, Wareham, Poole,  
Dorset BH16 6FA",Company,JBC Defence Ltd,,12956185,Companies House,,
5976,,Akzo Nobel - £895.00,09/07/2024,12/07/2024,,"Gifts, benefits and hospitality from UK sources",Mr Tanmanjeet Singh Dhesi,4638,,InKind,"Attended for a couple of hours to meet senior leadership and board members of Akzo Nobel, and other stakeholders within their RHS Chelsea Flower Show hospitality area",895,21/05/2024,21/05/2024,,TRUE,Akzo Nobel,"Akzo Nobel, Wexham Rd, Slough SL2 5DS",Company,Akzo Nobel,,128124,Companies House,,
5982,,Lloyds Banking Group plc - £370.00,09/07/2024,12/07/2024,,"Gifts, benefits and hospitality from UK sources",Tulip Siddiq,4518,,InKind,2 tickets to the RHS Chelsea Flower Show Gala preview event and dinner (valued at £185 each),370,20/05/2024,20/05/2024,,FALSE,Lloyds Banking Group plc,"8th Floor, 25 Gresham Street, London EC2V 7HN",Company,Lloyds Banking Group plc,,2065,Companies House,,
6094,,Silverstone Circuits Ltd - £464.00,11/07/2024,11/07/2024,,"Gifts, benefits and hospitality from UK sources",Lucy Powell,4263,,InKind,Two tickets to the British Grand Prix,464,07/07/2024,07/07/2024,,FALSE,Silverstone Circuits Ltd,"Silverstone Circuit, Towcester NN12 8TN",Company,Silverstone Circuits Ltd,,882843,Companies House,,
6086,,Epsom Downs Racecourse - £700.00,11/07/2024,11/07/2024,,"Gifts, benefits and hospitality from UK sources",Priti Patel,4066,,InKind,Two tickets with hospitality for Epsom Derby,700,01/06/2024,01/06/2024,,FALSE,Epsom Downs Racecourse,"Epsom Downs, Surrey KT18 5LQ",Company,Epsom Downs Racecourse,,1752969,Companies House,,
6083,,"Silverstone Circuits Ltd - £3,300.00",11/07/2024,11/07/2024,,"Gifts, benefits and hospitality from UK sources",Priti Patel,4066,,InKind,"Two tickets with hospitality in the Legends Suite at Silverstone for the British Grand Prix (£1,650 each)",3300,07/07/2024,07/07/2024,,FALSE,Silverstone Circuits Ltd,"The Jimmy Brown Centre, Silverstone Circuit, Towcester NN12 8TN",Company,Silverstone Circuits Ltd,,882843,Companies House,,
6090,,The Football Association - £400.00,11/07/2024,11/07/2024,,"Gifts, benefits and hospitality from UK sources",Lucy Powell,4263,,InKind,I attended the FA Cup semi-final game Manchester City v Manchester United with one guest (two tickets with hospitality),400,25/05/2024,25/05/2024,,FALSE,The Football Association,"Wembley Stadium, Wembley, London HA9 0WS",Company,The Football Association,,77797,Companies House,,
6091,,Football Association - £100.00,11/07/2024,11/07/2024,,"Gifts, benefits and hospitality from UK sources",Lucy Powell,4263,,InKind,Two tickets for staff to Women's FA cup final,100,25/05/2024,25/05/2024,,FALSE,Football Association,"Wembley Stadium, Wembley, London HA9 0WS",Company,Football Association,,77797,Companies House,,
5941,,"Manchester City Football Club ltd. - £1,798.00",08/07/2024,11/07/2024,,"Gifts, benefits and hospitality from UK sources",Dame Karen Bradley,4110,,InKind,Ticket plus hospitality to Man City v Man United match at Wembley,1798,25/05/2024,25/05/2024,,TRUE,Manchester City Football Club ltd.,"Etihad Stadium, Etihad campus, Manchester M11 3FF",Company,Manchester City Football Club ltd.,,40946,Companies House,,
6076,,"Manchester City Football Club - £1,400.00",11/07/2024,11/07/2024,,"Gifts, benefits and hospitality from UK sources",Sir Mark Hendrick,473,,InKind,Ticket to the FA Cup Final at Wembley Stadium in private box,1400,25/05/2024,25/05/2024,,TRUE,Manchester City Football Club,"Etihad Stadium, Etihad Campus, Manchester M11 3FF",Company,Manchester City Football Club,,40946,Companies House,,
5942,,"City Football Group - £1,798.00",24/05/2024,11/07/2024,,"Gifts, benefits and hospitality from UK sources",Jeff Smith,4456,,InKind,Ticket to the FA Cup Final with hospitality,1798,25/05/2024,25/05/2024,,TRUE,City Football Group,"City Football Hq, 400 Ashton New Road, Manchester M11 4TQ",Company,City Football Group,,8355862,Companies House,,
5943,,Music Publishers Association - £720.00,08/07/2024,11/07/2024,,"Gifts, benefits and hospitality from UK sources",Jeff Smith,4456,,InKind,Ticket to the Ivor Novello Awards,720,23/05/2024,23/05/2024,,TRUE,Music Publishers Association,"107 Gray's Inn Road, London WC1X 8TZ",Company,Music Publishers Association,,140248,Companies House,,
6021,,"Global Media Entertainment - £1,320.00",10/07/2024,10/07/2024,,"Gifts, benefits and hospitality from UK sources",Jeremy Hunt,1572,,InKind,"5 tickets with VIP access to Capital Summertime Ball, accompanied by family. Each ticket £264",1320,16/06/2024,16/06/2024,,FALSE,Global Media Entertainment,"30 Leicester Square, London WC2H 7LA",Company,Global Media Entertainment,,6251684,Companies House,,
5967,,"Silverstone Circuits Ltd - £4,168.00",09/07/2024,09/07/2024,,"Gifts, benefits and hospitality from UK sources",Dame Karen Bradley,4110,,InKind,Four tickets (two with hospitality) to the Grand Prix at Silverstone on 7 July,4168,07/07/2024,07/07/2024,,TRUE,Silverstone Circuits Ltd,"The Jimmy Brown Centre, Silverstone Circuit, Towcester NN12 8TN",Company,Silverstone Circuits Ltd,,882843,Companies House,,
5931,,UKREiiF Limited - £350.00,28/05/2024,28/05/2024,,"Gifts, benefits and hospitality from UK sources",Kerry McCarthy,1491,,InKind,"Hotel accommodation for overnight stay in Leeds, in relation to attendance at REiiF 2024 (£150) and rail travel to Leeds from London, and from Leeds to Bristol (approx. £200)",350,22/05/2024,22/05/2024,23/05/2024,TRUE,UKREiiF Limited,"Highwood, Harrogate Road, Leeds LS17 9JB",Company,UKREiiF Limited,,15086201,Companies House,,
