ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,VisitLocations,VisitLocations_1_Country,VisitLocations_1_Destination,Purpose,StartDate,EndDate,Appg,Donors,Donors_1_Name,Donors_1_IsPrivateIndividual,Donors_1_PublicAddress,Donors_1_PaymentType,Donors_1_PaymentDescription,Donors_1_Value,Donors_1_IsSoleBeneficiary,Donors_2_Name,Donors_2_IsPrivateIndividual,Donors_2_PublicAddress,Donors_2_PaymentType,Donors_2_PaymentDescription,Donors_2_Value,Donors_2_IsSoleBeneficiary,Donors_3_Name,Donors_3_IsPrivateIndividual,Donors_3_PublicAddress,Donors_3_PaymentType,Donors_3_PaymentDescription,Donors_3_Value,Donors_3_IsSoleBeneficiary,Donors_4_Name,Donors_4_IsPrivateIndividual,Donors_4_PublicAddress,Donors_4_PaymentType,Donors_4_PaymentDescription,Donors_4_Value,Donors_4_IsSoleBeneficiary,Donors_5_Name,Donors_5_IsPrivateIndividual,Donors_5_PublicAddress,Donors_5_PaymentType,Donors_5_PaymentDescription,Donors_5_Value,Donors_5_IsSoleBeneficiary,VisitLocations_2_Country,VisitLocations_2_Destination
3634,,International visit to United Arab Emirates between 04 December 2023 and 08 December 2023,08/01/2024,17/12/2023,,Visits outside the UK,Dan Carden,4651,,United Arab Emirates,Dubai,"As President of the Forum of Young Parliamentarians at the Inter-Parliamentary Union, to attend COP 28 UAE and related meetings",04/12/2023,08/12/2023,,,"United Arab Emirates, Federal National Council",FALSE,"Abu Dhabi, P.O. Box 836, UAE",In kind,Hotel accommodation and in-country transport,1250,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4273,,International visit to Tanzania between 10 February 2024 and 17 February 2024,27/02/2024,17/12/2023,,Visits outside the UK,Apsana Begum,4790,,Tanzania,Zanzibar,Study tour on Sexual and Reproductive Health and Rights and International Development,10/02/2024,17/02/2024,"APPG on Population, Development and Reproductive Health (PDRH)",,"APPG on Population, Development and Reproductive Health (PDRH) (sponsored by the European Parliamentary Forum on Reproductive Rights)",FALSE,"House of Commons, Westminster, London SW1A 0AA.",In kind,"Flights and visa (£1,241.29); accommodation (£475.32); other travel (£283.06); per diem, food and drinks (£287.70); and misc costs (£23.25)",2310.62,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3658,,International visit to United Arab Emirates between 03 December 2023 and 06 December 2023,14/12/2023,17/12/2023,,Visits outside the UK,Afzal Khan,4671,,United Arab Emirates,Dubai,To attend COP28 Summit in Dubai for meetings and to moderate a panel on health inequalities and climate change.,03/12/2023,06/12/2023,,,Unitas Communications,FALSE,"Unitas Communications, 1 St Mark Street, London E1 8DA",In kind,"International flights (£3,719.89) and accommodation (£742.04)",4461.93,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3659,,International visit to Kazakhstan between 13 December 2023 and 19 December 2023,19/12/2023,17/12/2023,,Visits outside the UK,Afzal Khan,4671,,Kazakhstan,,"Meetings with the Ministry of Foreign Affairs, Members of Parliament and British Ambassador about the economic and cultural relationship between the UK and Kazakhstan.",13/12/2023,19/12/2023,,,Embassy of Kazakhstan in the United Kingdom,FALSE,"Kazakhstan House, 125 Pall Mall, London SW1Y 5EA",In kind,"International flights (£2,897), accommodation (£550), transport (£100) and subsistence (£150)",3697,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,,International visit to Spain between 10 September 2023 and 11 September 2023,12/10/2023,17/12/2023,,Visits outside the UK,Liz Saville Roberts,4521,,Spain,"Barcelona, Catalunya",To speak at an international political conference.,10/09/2023,11/09/2023,,,Greens/EfA Group at the European Parliament,FALSE,"European Parliament, Louise Weiss Building, 1 Allée du Printemps, F-67070 Strasbourg",In kind,Return flights for a member of staff to accompany me (£255); taxi costs to and from Barcelona Airport (£70); and hotel accommodation for two people (estimated at £400),725,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3397,,International visit to Somalia between 25 January 2024 and 28 January 2024,12/02/2024,17/12/2023,,Visits outside the UK,Sir Gavin Williamson,4108,,Somalia,Somaliland,"Visit to discuss politics and geopolitics in the Horn of Africa, including meetings with ministers and officials.",25/01/2024,28/01/2024,,,Somaliland Foreign Ministry,FALSE,"Hargeisa, Somaliland",In kind,"Flights, accommodation, meals and miscellaneous costs",5150,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3647,,International visit to Switzerland between 02 January 2024 and 06 January 2024,22/01/2024,17/12/2023,05/02/2024,Visits outside the UK,Andrew Griffith,4874,,Switzerland,Davos,68th Annual British-Swiss Parliamentary ski week with the APPG for Switzerland.,02/01/2024,06/01/2024,APPG for Switzerland,,Davos Klosters Bergbahnen AG,FALSE,"Brämabüelstrasse 11, 7270 Davos",In kind,"For two people, discounted ski-passes and guiding",1150,FALSE,Skigruppe der Bundesversammlung,TRUE,,In kind,"For two people, hospitality (I paid all other costs)",300,FALSE,,,,,,,,,,,,,,,,,,,,,,,
3145,,International visit to Finland between 02 November 2023 and 04 November 2023,07/11/2023,17/12/2023,,Visits outside the UK,Liz Saville Roberts,4521,,Finland,Helsinki and Rauma,"To visit the Olkiluoto 3 Nuclear Power Plant, Onkalo Geological Disposal Facility and Radiation and Nuclear Safety Authority (STUK) as part of a Nuclear Energy APPG Visit.",02/11/2023,04/11/2023,Nuclear Energy,,Nuclear Industry Association,FALSE,"5th Floor, Tower House, 10 Southampton Street, London W2E 7HA",In kind,"Flights, accommodation, meals and transport (Repaid to the donor on 10 November 2023)",839.68,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,,International visit between 25 September 2023 and 29 September 2023,11/10/2023,17/12/2023,,Visits outside the UK,Stephen Morgan,4653,,Palestine,,Fact finding visit organised by the Council for Arab-British Understanding and Medical Aid for Palestinians.,25/09/2023,29/09/2023,,,Medical Aid for Palestine,FALSE,"33A Islington Park Street, London N1 1QB",In kind,"Flights, accommodation, transport and food",1695,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Israel,Occupied Palestinian Territory
1586,,International visit between 09 September 2023 and 10 September 2023,25/09/2023,17/12/2023,,Visits outside the UK,Luke Pollard,4682,,Gibraltar,,Briefing visit for UK Members of Parliament to mark Gibraltar's National Day and its status as a British Overseas Territory.,09/09/2023,10/09/2023,,,HM Government of Gibraltar,FALSE,"150 Strand, London WC1R 1JA",In kind,"For me and a member of staff, flights (£1,122), accommodation (£380), general hospitality including transport and meals (£200)",1702,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,,International visit between 23 September 2023 and 28 September 2023,27/10/2023,17/12/2023,30/10/2023,Visits outside the UK,Afzal Khan,4671,,Pakistan,,Visit areas affected by 2022 flooding.,23/09/2023,28/09/2023,,,Islamic Relief UK,FALSE,"UK Head Office, 16 Lower Marsh, London SE1 7RJ",In kind,International flights (£942.26); domestic flights and transportation (£190.81); accommodation (£419.81); and food (£200),1752.88,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,,International visit between 12 October 2023 and 15 October 2023,26/10/2023,17/12/2023,,Visits outside the UK,Shabana Mahmood,3914,,Spain,,To attend and speak at the Concordia Forum.,12/10/2023,15/10/2023,,,Unitas Communications,FALSE,"1 St. Mark Street, London E1 8DA",In kind,"Flights, accommodation and airport transfer",2380,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,,International visit between 07 September 2023 and 11 September 2023,13/09/2023,17/12/2023,,Visits outside the UK,Alex Davies-Jones,4849,,Gibraltar,,To attend a series of meetings and briefings as well as events to mark Gibraltar’s National Day.,07/09/2023,11/09/2023,,,HM Government of Gibraltar,FALSE,"150 Strand, London WC2R 1JA",In kind,"For my husband and me, return flights (£718), accommodation for four nights (£800) and general hospitality (approx. £200)",1718,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3203,,International visit between 27 November 2023 and 30 November 2023,05/12/2023,17/12/2023,,Visits outside the UK,Lisa Nandy,4082,,Zambia,Lusaka,To demonstrate the impact UK aid has in communities in Zambia in my capacity of Shadow Minister for International Development.,27/11/2023,30/11/2023,,,Children's Investment Fund Foundation,FALSE,"7 Clifford Street, London W1S 2FT",In kind,"Flights, accommodation, meals and vaccinations for me and member of staff",2988.4,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3435,,International visit to United Arab Emirates between 01 December 2023 and 08 December 2023,02/01/2024,17/12/2023,,Visits outside the UK,Anna McMorrin,4632,,United Arab Emirates,Dubai,To attend the COP28 Summit in Dubai as part of my work with the APPG on Sustainable Finance.,01/12/2023,08/12/2023,All-Party Parliamentary Group on Sustainable Finance,,The Athena Foundation,FALSE,"Midas House, First Floor, Goldsworth Road, Woking GU21 6LQ",In kind,"Airfare, accommodation and hospitality",815,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3624,,International visit to United Arab Emirates between 08 December 2023 and 11 December 2023,05/01/2024,17/12/2023,,Visits outside the UK,Rushanara Ali,4138,,United Arab Emirates,Dubai,Attendance at COP28 to learn about the COP negotiation process and the role of legislators to achieve the targets set for the global climate and decarbonisation agenda.,08/12/2023,11/12/2023,,,Energy & Climate Intelligence Unit,FALSE,"180 Borough High Street, London SE1 1LB",In kind,"Accommodation (£759.65), flight (£660) and subsistence (maximum value £100)",1519.65,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4272,,International visit to Israel between 14 February 2024 and 18 February 2024,27/02/2024,17/12/2023,,Visits outside the UK,Fleur Anderson,4788,,Israel,,To meet victims of violence in Israel and the West Bank and a range of individuals and organisations to understand the steps needed to achieve a two state solution and respond to the humanitarian situation in Gaza.,14/02/2024,18/02/2024,,,Yachad,FALSE,"Star House 104-108 Grafton Road, London NW5 4BA",In kind,"Flights, accommodation, food, speakers fees and conflict area insurance",2440,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palestine,Occupied Palestinian Territories
4282,,International visit to Israel between 14 February 2024 and 18 February 2024,22/02/2024,17/12/2023,,Visits outside the UK,Helen Hayes,4510,,Israel,,"Cross-party delegation to meet with civilians affected by the ongoing war, NGOs, peace activists, and official spokespeople.",14/02/2024,18/02/2024,,,Yachad,FALSE,Star House 104-108 Grafton Road NW5 4BA.,In kind,"Hotels (£717), insurance (£432), transport (£108), food (£307), speaker fees/meeting room costs (£213) and flights (£661)",2438,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palestine,Occupied Palestinian Territories
3249,,International visit to Israel between 03 January 2024 and 07 January 2024,08/01/2024,17/12/2023,,Visits outside the UK,Greg Smith,4778,,Israel,,Fact finding political delegation.,03/01/2024,07/01/2024,,,Conservative Friends of Israel Ltd (CFI Ltd),FALSE,"PO Box 72288, London SW1P 9LB",In kind,"Air travel, accommodation and hospitality",2450,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3311,,International visit to Singapore between 03 December 2023 and 07 December 2023,27/12/2023,17/12/2023,,Visits outside the UK,Wes Streeting,4504,,Singapore,,To take part in the Lee Kuan Yew Exchange Fellowship meeting Singapore Government officials and learn about their health and social care system.,03/12/2023,07/12/2023,,,Singapore Government,FALSE,"Orchard Road, Istana, Singapore 238823",In kind,"For me and a member of staff, flights, accommodation, transport, events, visits and meals (value is estimated)",17591,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3135,,International visit to Switzerland between 17 October 2023 and 20 October 2023,07/11/2023,17/12/2023,,Visits outside the UK,Dr Rupa Huq,4511,,Switzerland,Geneva,To participate in the UNECE Regional Conference on ICPD 30 Population and Development: Ensuring Rights and Choices at the United Nations.,17/10/2023,20/10/2023,,,European Parliamentary Forum for Sexual and Reproductive Rights,FALSE,"Rue Montoyer 23, 1000 Brussels",In kind,"Flights, hotel, per diem, taxi and UK transport",1522.07,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3204,,International visit to United States between 13 November 2023 and 16 November 2023,29/11/2023,17/12/2023,,Visits outside the UK,Ms Marie Rimmer,4457,,United States,Washington DC,"Delegation of Conservative and Labour MPs convened by CGP's 1946 Caucus, including discussions with US policymakers, officials and policy professionals to consider joint UK-US foreign policy challenges.",13/11/2023,16/11/2023,,,Coalition for Global Prosperity (CGP) (funded by the Eleanor Crook Foundation),FALSE,"1 Horse Guards Avenue, London SW1A 2HU",In kind,"Airport transfers and other car services (£458.90); hotel accommodation, including breakfasts £1,575.60; economy flights (£2,227.90); and food (£441.80) (value is estimated)",4704.2,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,,International visit between 29 August 2023 and 02 September 2023,11/09/2023,17/12/2023,,Visits outside the UK,Stephen Doughty,4264,,Finland,Helsinki,"Due to my role as Shadow Minister for Europe and North America, my staff member was invited to learn more of Finnish foreign and security policy from various officials, leaders, and third sector organisations.",29/08/2023,02/09/2023,,,"Ministry of Foreign Affairs, Finland",FALSE,"Merikasarminkatu 5f, 00160 Helsinki, Finland",In kind,"For my Senior Parliamentary Researcher, accommodation (£531.12), travel (£608.30) and hospitality (£299.89)",1439.31,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,,International visit between 29 July 2023 and 30 July 2023,29/08/2023,17/12/2023,,Visits outside the UK,Mr Toby Perkins,3952,,France,Paris,To attend the international conference on Iran and the Middle East.,29/07/2023,30/07/2023,,,Alliance for Public Awareness,FALSE,"Union House, 111 New Union Street, Coventry CV1 2NT",In kind,Travel and accommodation for me and my partner (value is approximate),756,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3351,,International visit to United Arab Emirates between 08 December 2023 and 11 December 2023,19/12/2023,17/12/2023,,Visits outside the UK,Dave Doogan,4736,,United Arab Emirates,Dubai,Attendance at COP28 to learn about the COP negotiation process and the role of legislators to achieve the targets set for the global climate and decarbonisation agenda.,08/12/2023,11/12/2023,,,Energy & Climate Intelligence Unit,FALSE,"180 Borough High Street, London SE1 1LB",In kind,"Accommodation (£759.65), flights (£660), and subsistence (estimated at a maximum of £100)",1519.65,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3356,,International visit to France between 25 January 2024 and 26 January 2024,07/02/2024,17/12/2023,,Visits outside the UK,Stephen Doughty,4264,,France,Paris,"To participate in the Franco-British Colloque, engaging with French and British leaders across politics, industry, media, civil society and government in my role as Shadow Minister for Europe and North America.",25/01/2024,26/01/2024,,,Franco-British Colloque Ltd,FALSE,"Station House, Station Approach, East Horsley KT24 6QX",In kind,"Accommodation, transfers and hospitality",581.5,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442,,International visit to United Arab Emirates between 08 December 2023 and 11 December 2023,05/01/2024,17/12/2023,,Visits outside the UK,Chi Onwurah,4124,,United Arab Emirates,Dubai,"As part of a Labour Climate and Environment Forum delegation to COP28, to learn about the negotiation process and the role of legislators to achieve the targets set for the global climate and decarbonisation agenda.",08/12/2023,11/12/2023,,,Energy & Climate Intelligence Unit,FALSE,"180 Borough High Street, London SE1 1LB",In kind,"Accommodation (£759.65), flight (£660) and subsistence (maximum value £100)",1519.65,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3234,,International visit to Qatar between 25 November 2023 and 30 November 2023,19/12/2023,17/12/2023,,Visits outside the UK,Yasmin Qureshi,3924,,Qatar,Doha,Participate at the World Innovation Summit for Education 2023 focusing on the future of education in light of emerging technologies such as artificial intelligence and meet senior Qatari foreign policy and education officials.,25/11/2023,30/11/2023,,,Ministry of Foreign Affairs of the State of Qatar,FALSE,"Almirqab Tower, West Bay, Doha, Qatar",In kind,"Flights, accommodation and food",5800,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4276,,International visit to Cyprus between 13 February 2024 and 16 February 2024,23/02/2024,17/12/2023,,Visits outside the UK,Bambos Charalambous,4610,,Cyprus,Nicosia,"APPG for Cyprus visit to meet the President, Speaker, Members of the Republic of Cyprus Parliament, NGOs and members from civil society to get an update on the current situation in Cyprus and prospects for peace talks.",13/02/2024,16/02/2024,APPG for Cyprus,,House of Representatives of the Republic of Cyprus,FALSE,"1102 Nicosia, Cyprus",In kind,"Hotel accommodation for three nights (£459), transport (£182.75) and meals (£106.25)",748,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3656,,International visit to France between 24 January 2024 and 27 January 2024,31/01/2024,17/12/2023,,Visits outside the UK,Darren Jones,4621,,France,Versilles,To take part in the Franco-British Colloque.,24/01/2024,27/01/2024,,,Franco-British Colloque Ltd,FALSE,"Station House, Station Approach, East Horsley KT24 6QX",In kind,"Travel, accommodation and dinners during a two night stay",1003,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3139,,International visit to Jordan between 23 October 2023 and 26 October 2023,09/11/2023,17/12/2023,,Visits outside the UK,Alicia Kearns,4805,,Jordan,,"Meetings with Jordanian Government, Parliamentarians and Jordanian Armed Forces.",23/10/2023,26/10/2023,,,Embassy of the Hashemite Kingdom of Jordan in London,FALSE,"6 Upper Phillimore Gardens, London W8 7HA",In kind,"Flights (£466.90), accommodation and meals (£500)",966.9,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,,International visit to Isle of Man between 28 January 2024 and 29 January 2024,31/01/2024,17/12/2023,,Visits outside the UK,Afzal Khan,4671,,Isle of Man,,"Meetings with the Pakistani community of the Isle of Man, the Treasury Minister, the Lieutenant governor, and Members of the House of Keys.",28/01/2024,29/01/2024,,,Saif Rahman,TRUE,,In kind,"Flights (£210.96), accommodation (£82.45) and subsistence (£30)",323.41,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3655,,International visit to Israel between 03 January 2024 and 05 January 2024,08/01/2024,17/12/2023,,Visits outside the UK,Robert Jenrick,4320,,Israel,,Fact finding political delegation.,03/01/2024,05/01/2024,,,Conservative Friends of Israel Ltd (CFI Ltd),FALSE,"PO Box 72288, London SW1P 9LB",In kind,"Air travel, accommodation and hospitality",1700,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,,International visit to Pakistan between 22 September 2023 and 30 September 2023,23/10/2023,17/12/2023,,Visits outside the UK,Andrew Gwynne,1506,,Pakistan,and Azad Kashmir,"To attend high level meetings with government officials to discuss ways of bringing peace and stability to the region and to visit health, development and refugee projects with a delegation of British Parliamentarians and Community Leaders.",22/09/2023,30/09/2023,,,Government of Pakistan,FALSE,"Foreign Office Building, Constitution Avenue,G-5, Islamabad",In kind,Flights,1360,TRUE,Government of Azad Jammu and Kashmir,FALSE,"Near Bank Square, Lower Chatter, Muzaffarabad 13100",In kind,accommodation and meals,640,TRUE,,,,,,,,,,,,,,,,,,,,,,,
3013,,International visit to Finland between 02 November 2023 and 04 November 2023,21/11/2023,17/12/2023,,Visits outside the UK,Sir Mark Hendrick,473,,Finland,Helsinki and Rauma,"To visit the Olkiluoto 3 Nuclear Power Plant, Onkalo Geological Disposal Facility and Radiation and Nuclear Safety Authority (STUK) as part of a Nuclear Energy APPG Visit.",02/11/2023,04/11/2023,Nuclear Energy,,Nuclear Industry Association,FALSE,"5th Floor, Tower House, 10 Southampton Street, London W2E 7HA",In kind,"Flights, accommodation, transport and meals",839.68,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3394,,International visit to Bangladesh between 26 January 2024 and 31 January 2024,19/02/2024,17/12/2023,,Visits outside the UK,Andrew Western,4979,,Bangladesh,,"Promoting UK-Bangladesh Trade and Investment, cross cultural relations and to understand the Rohingya Crisis.",26/01/2024,31/01/2024,,,"Commonwealth Enterprise and Investment Council, Bangladesh",FALSE,"Plot 44, Progoti Shoroni, Main Block-J, Baridhara, Dhaka - 1212, Bangladesh",In kind,"International travel, accommodation and meals (value is approximate)",3200,TRUE,RRM Group,FALSE,"Plot 44, Main Road, Block J, Baridhara, Dhaka - 1212, Bangladesh",In kind,Domestic transport,500,TRUE,,,,,,,,,,,,,,,,,,,,,,,
3651,,International visit to United Arab Emirates between 08 December 2023 and 11 December 2023,21/12/2023,17/12/2023,,Visits outside the UK,Wera Hobhouse,4602,,United Arab Emirates,Dubai,"Attendance at COP28, as part of the APPG for Renewable and Sustainable Energy, to learn about the COP negotiation process and the role of legislators to achieve the targets set for the global climate and decarbonisation agenda.",08/12/2023,11/12/2023,,,Energy & Climate Intelligence Unit,FALSE,"ECIU, 180 Borough High Street, London SE1 1LB",In kind,"Accommodation (£759.65), flight (£660), subsistence (maximum value of £100)",1519.65,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3251,,International visit to Qatar between 30 November 2023 and 03 December 2023,13/12/2023,17/12/2023,18/12/2023,Visits outside the UK,Sir Keir Starmer,4514,,Qatar,Doha,"Meeting with the Emir of Qatar, travelling from COP28 in Dubai.
Attending COP28 as part of my frontbench role.",30/11/2023,03/12/2023,,,Ministry of Foreign Affairs of the State of Qatar,FALSE,"Almirqab Tower, West Bay, Doha, Qatar",In kind,"Private jet provided for return flights between Dubai and Doha, plus transportation, for me and three members of staff.",25508.83,FALSE,COP28 Presidency Office,FALSE,"Capital Plaza, Abu Dhabi, United Arab Emirates",In kind,Airport transfer and daily travel by car during COP28 (value is approximate),765,FALSE,,,,,,,,,,,,,,,,,,,,,,United Arab Emirates,Dubai
1314,,International visit to Canada between 15 September 2023 and 17 September 2023,02/10/2023,17/12/2023,,Visits outside the UK,Sir Keir Starmer,4514,,Canada,Montreal,Speaking at Montreal Global Progress Conference.,15/09/2023,17/09/2023,,,Canada 20/20,FALSE,"35 O’Connor Street, Suite 302 Ottawa, Ontario, Canada K1P 5M4",Monetary,"Monetary contribution towards a flight (£410.41), plus hotel (£588.86), principle car (£282.58) and staff car (£212.70)",1494.55,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,,International visit to Qatar between 18 September 2023 and 23 September 2023,24/10/2023,10/12/2023,,Visits outside the UK,Tahir Ali,4747,,Qatar,Doha,"Qatar APPG visit to meet with ministers, the Shura Council, and senior local and international stakeholders in international development for the purpose of sharing knowledge and exploring ways of enhancing UK-Qatar cooperation on global development and aid.",18/09/2023,23/09/2023,APPG on Qatar,,Ministry of Foreign Affairs of the State of Qatar,FALSE,"Almirqab Tower, West Bay, Doha, Qatar",In kind,"Flights, accommodation and food for me and a family member",8972,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,,International visit between 23 September 2023 and 01 October 2023,24/10/2023,10/12/2023,,Visits outside the UK,Tahir Ali,4747,,Pakistan,Islamabad and Kashmir,Visit to Kashmir and NGO's providing humanitarian aid.,23/09/2023,01/10/2023,,,Ministry of Foreign Affairs Pakistan,FALSE,"Constitution Ave, G-5/1 G-5, Islamabad, Islamabad Capital Territory, Pakistan",In kind,Hotel accommodation and transport for me and a family member,1800,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
