ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,JobTitle,StartDate,EndDate,IsUntilFurtherNotice,PayerName,PayerIsPrivateIndividual,IsPaidAsDirectorOfPayer,PayerNatureOfBusiness,PayerPublicAddress,HasSoughtAcobaAdvice,Link_1
9624,,Self-employed barrister - Coventry University,2024-08-03,2024-08-04,,Employment and earnings,Sarah Sackman,5204,Self-employed barrister,,06/02/2024,True,Coventry University,False,False,,"Coventry University, Priory Street Town Centre, Coventry CV1 5FB",,https://interests-api.parliament.uk/api/v1/Interests/9624
9012,,Employee - Unilever UK,2024-08-01,2024-08-04,,Employment and earnings,Helena Dollimore,5192,Employee,,05/07/2024,True,Unilever UK,False,False,,"100 Victoria Embankment, London",,https://interests-api.parliament.uk/api/v1/Interests/9012
8623,,District Councillor - North Devon District Council,2024-08-01,2024-08-04,,Employment and earnings,Ian Roome,5138,District Councillor,,,False,North Devon District Council,False,False,,"North Devon District Council, PO Box 379, Barnstaple EX32 2GR",,https://interests-api.parliament.uk/api/v1/Interests/8623
8072,,Councillor - Leeds City Council,2024-07-29,2024-08-04,,Employment and earnings,Mark Sewards,5166,Councillor,,,False,Leeds City Council,False,False,,"Calverley Street, Leeds LS1 1UR",,https://interests-api.parliament.uk/api/v1/Interests/8072
7447,,Chief Executive Officer - Medical Aid for Palestinians,2024-07-31,2024-08-04,,Employment and earnings,Melanie Ward,5240,Chief Executive Officer,,05/07/2024,True,Medical Aid for Palestinians,False,False,A charity which works for the health and dignity of Palestinians living under occupation and as refugees.,"33A Islington Street, London N1 1QB",,https://interests-api.parliament.uk/api/v1/Interests/7447
8440,,Adviser (Science & Technology) at GHGSat Limited - GHGSat Limited,2024-07-31,2024-08-04,,Employment and earnings,George Freeman,4020,Adviser (Science & Technology) at GHGSat Limited,24/04/2024,,False,GHGSat Limited,False,False,"A private sector company that uses its own satellites and aircraft sensors to measure greenhouse gas emissions directly from industrial sites, providing actionable insights to businesses","Albert House, 256-260 Old Street, London EC1V 9DD UK.",True,https://interests-api.parliament.uk/api/v1/Interests/8440
9240,,Cameo video recordings - Baron App Inc (Cameo),2024-08-04,2024-08-04,,Employment and earnings,Nigel Farage,5091,Cameo video recordings,,,False,Baron App Inc (Cameo),False,False,,2045 W Grand Ave Suite B Chicago IL 60612,,https://interests-api.parliament.uk/api/v1/Interests/9240
10178,,Employment Solicitor - Intel Corporation (UK) Ltd,2024-08-04,2024-08-04,,Employment and earnings,Ben Maguire,5350,Employment Solicitor,,09/08/2024,True,Intel Corporation (UK) Ltd,False,False,Microchip design and manufacturing,"Pipers Way, Swindon SN3 1RJ",,https://interests-api.parliament.uk/api/v1/Interests/10178
9233,,Speaking engagement - AZ Liberty Network,2024-08-04,2024-08-04,,Employment and earnings,Nigel Farage,5091,Speaking engagement,,,False,AZ Liberty Network,False,False,,1835 E Elliot Road Suite 102 Tempe 85284,,https://interests-api.parliament.uk/api/v1/Interests/9233
7346,,Councillor - London Borough of Ealing,2024-08-01,2024-08-04,,Employment and earnings,Deirdre Costigan,5075,Councillor,,,False,London Borough of Ealing,False,False,,Ealing Town Hall W5 2BY,,https://interests-api.parliament.uk/api/v1/Interests/7346
7643,,Local government councillor - London Borough of Hammersmith & Fulham,2024-07-31,2024-08-04,,Employment and earnings,Ben Coleman,5344,Local government councillor,,,False,London Borough of Hammersmith & Fulham,False,False,London Borough Council,"Town Hall, King Street, Hammersmith, London W6 9JU",,https://interests-api.parliament.uk/api/v1/Interests/7643
8284,,Councillor and Chief Whip - Camden Council,2024-08-04,2024-08-04,,Employment and earnings,Lloyd Hatton,5217,Councillor and Chief Whip,,12/07/2024,True,Camden Council,False,False,,"London Borough of Camden, 5 Pancras Square, Kings Cross London, N1C 4AG",,https://interests-api.parliament.uk/api/v1/Interests/8284
8539,,County Councillor - Kent County Council,2024-07-31,2024-08-04,,Employment and earnings,Dr Lauren Sullivan,5269,County Councillor,06/05/2021,,False,Kent County Council,False,False,,"County Hall, Maidstone, Kent ME14 1XQ",,https://interests-api.parliament.uk/api/v1/Interests/8539
9035,,Chair of Urban Water Management - Heriot-Watt University,2024-08-02,2024-08-04,,Employment and earnings,Dr Scott Arthur,5212,Chair of Urban Water Management,,18/07/2024,True,Heriot-Watt University,False,False,Higher Education,"Edinburgh, EH14 4AS",,https://interests-api.parliament.uk/api/v1/Interests/9035
9333,,Media Appearance - MBC Dubai - Al Arabiya,2024-08-02,2024-08-04,,Employment and earnings,David Davis,373,Media Appearance,,,False,MBC Dubai - Al Arabiya,False,False,TV Channel,"MBC Building 3, Dubai Media City P.O.Box 72627 Dubai United Arab Emirates",,https://interests-api.parliament.uk/api/v1/Interests/9333
9483,,Councillor - Somerset Council,2024-08-04,2024-08-04,,Employment and earnings,Tessa Munt,4089,Councillor,,,False,Somerset Council,False,False,,"County Hall, Taunton, Somerset",,https://interests-api.parliament.uk/api/v1/Interests/9483
8071,,Party Representative - London Councils,2024-08-02,2024-08-04,,Employment and earnings,Bobby Dean,5083,Party Representative,18/07/2023,17/07/2024,True,London Councils,False,False,Representative body of local authorities,"59 ½ Southwark Street, London SE1 0AL",,https://interests-api.parliament.uk/api/v1/Interests/8071
9835,,Consultant - Clarity Legal Ltd,2024-08-04,2024-08-04,,Employment and earnings,Mr Adnan Hussain,5231,Consultant,,,False,Clarity Legal Ltd,False,False,Rental company,"Unit 16A, Fort St, Blackburn BB1 5DP",,https://interests-api.parliament.uk/api/v1/Interests/9835
7360,,Councillor - Medway Council,2024-08-04,2024-08-04,,Employment and earnings,Naushabah Khan,5215,Councillor,,,False,Medway Council,False,False,,"Gun Wharf, Dock Road, Chatham ME4 4TR",,https://interests-api.parliament.uk/api/v1/Interests/7360
7757,,Employee - Prospect,2024-07-29,2024-08-04,,Employment and earnings,Andrew Pakes,5243,Employee,,05/07/2024,True,Prospect,False,False,Trade union,"New Prospect House, 8 Leake Street, London SE1 7NN",,https://interests-api.parliament.uk/api/v1/Interests/7757
8277,,Policy and Campaigns Manager (Head of) - Athena Foundation,2024-08-04,2024-08-04,,Employment and earnings,Lloyd Hatton,5217,Policy and Campaigns Manager (Head of),,05/07/2024,True,Athena Foundation,False,False,Not-for-profit,"Acre House, 11/15 William Road, London NW1 3ER",,https://interests-api.parliament.uk/api/v1/Interests/8277
8523,,Director of Operations - University of Westminster,2024-08-03,2024-08-04,,Employment and earnings,Tim Roca,5287,Director of Operations,,22/07/2024,True,University of Westminster,False,False,,"309 Regent Street, London W1B 2HW",,https://interests-api.parliament.uk/api/v1/Interests/8523
7936,,NHS surgeon - NHS golden jubilee,2024-08-04,2024-08-04,,Employment and earnings,Dr Zubir Ahmed,5213,NHS surgeon,,,False,NHS golden jubilee,False,False,,Agamemon street Clydebank,,https://interests-api.parliament.uk/api/v1/Interests/7936
8772,,Employee - NHS England,2024-08-01,2024-08-04,,Employment and earnings,Gregory Stafford,5351,Employee,,,False,NHS England,False,False,,"Wellington House, 133-135 Waterloo Road, London SE1 8UG",,https://interests-api.parliament.uk/api/v1/Interests/8772
6922,,Legal services - The Khan Partnership,2024-07-22,2024-08-04,,Employment and earnings,Sir Geoffrey Cox,1508,Legal services,02/04/2024,,False,The Khan Partnership,False,False,Solicitors,"48-49 Russell Square, London, WC1B 4JP",,https://interests-api.parliament.uk/api/v1/Interests/6922
10026,,Councillor - Chesterfield Borough Council,2024-08-04,2024-08-04,,Employment and earnings,Jonathan Davies,5256,Councillor,,,False,Chesterfield Borough Council,False,False,Local authority.,"Town Hall, Rose Hill, Chesterfield, Derbyshire S40 1LP.",,https://interests-api.parliament.uk/api/v1/Interests/10026
9613,,Self-employed barrister - Ricardo Gama,2024-08-03,2024-08-04,,Employment and earnings,Sarah Sackman,5204,Self-employed barrister,,24/05/2024,True,Ricardo Gama,False,False,Solicitors,"Panagram, 27 Goswell Road, London EC61M 7AJ",,https://interests-api.parliament.uk/api/v1/Interests/9613
9820,,"Design and development of commercial training workshops and online programmes, of a non-political nature - Mango Online Learning Development Solutions Limited",2024-08-03,2024-08-04,,Employment and earnings,Steff Aquarone,5164,"Design and development of commercial training workshops and online programmes, of a non-political nature",,31/07/2024,True,Mango Online Learning Development Solutions Limited,False,True,,"c/o Paygora, the Union Building, Rose Lane, Norwich NR1 1BY",,https://interests-api.parliament.uk/api/v1/Interests/9820
9829,,None-executive director - Wrekin Housing Group,2024-08-03,2024-08-04,,Employment and earnings,Shaun Davies,5041,None-executive director,,,False,Wrekin Housing Group,False,True,Registered Social Landlord,"Colliers Way, Old Park, Telford TF3 4AW",,https://interests-api.parliament.uk/api/v1/Interests/9829
8304,,Director - Shu Investments Ltd,2024-07-31,2024-08-04,,Employment and earnings,Shockat Adam,5120,Director,04/07/2022,,False,Shu Investments Ltd,False,True,Investment Company,"S11 The Atkins Building, Lower Bond Street, Hinkley LE10 1QU",,https://interests-api.parliament.uk/api/v1/Interests/8304
9158,,Sole director and shareholder - What'sNextCommunicationsLTD,2024-08-01,2024-08-04,,Employment and earnings,Chris Bloore,5109,Sole director and shareholder,,,False,What'sNextCommunicationsLTD,False,True,Consultancy firm offering training and communications services.,"9 Bridge Street, Walton-On-Thames KT12 1AE",,https://interests-api.parliament.uk/api/v1/Interests/9158
8141,,"Professor of International Relations, School of International Relations, and Assistant Vice-Principal International, University of St Andrews - University of St Andrews",2024-07-30,2024-08-04,,Employment and earnings,Stephen Gethins,4434,"Professor of International Relations, School of International Relations, and Assistant Vice-Principal International, University of St Andrews",,,False,University of St Andrews,False,False,University,"North Street, St Andrews",,https://interests-api.parliament.uk/api/v1/Interests/8141
8641,,Member of Devon and Somerset Fire Authority - Devon and Somerset Fire & Rescue Authority,2024-08-01,2024-08-04,,Employment and earnings,Ian Roome,5138,Member of Devon and Somerset Fire Authority,,,False,Devon and Somerset Fire & Rescue Authority,False,False,,"Service HQ, The Knowle, Clyst St George, Exeter EX3 0NW",,https://interests-api.parliament.uk/api/v1/Interests/8641
9502,,Consultant Solicitor - Fox Whitfield,2024-08-02,2024-08-04,,Employment and earnings,Mrs Sarah Russell,5324,Consultant Solicitor,,,False,Fox Whitfield,False,False,Specialist employment law firm,"Unit 10, Wealden Forest Park, Herne Common, Herne Bay, Kent CT6 7QL",,https://interests-api.parliament.uk/api/v1/Interests/9502
8883,,Self-employed barrister - Government Legal Department (Secretary of State for Levelling Up Housing and Communities),2024-08-01,2024-08-04,,Employment and earnings,Sarah Sackman,5204,Self-employed barrister,,24/05/2024,True,Government Legal Department (Secretary of State for Levelling Up Housing and Communities),False,False,Government legal work,"102 Petty France, London SW1H 9GL",,https://interests-api.parliament.uk/api/v1/Interests/8883
8301,,Appearances on Politics Hub television programme - Sky UK Limited,2024-07-30,2024-08-04,,Employment and earnings,Josh Simons,5060,Appearances on Politics Hub television programme,,05/07/2024,True,Sky UK Limited,False,False,Broadcaster,"Grant Way, Isleworth, London TW7 5QD",,https://interests-api.parliament.uk/api/v1/Interests/8301
7013,,Councillor - Wiltshire Council,2024-07-25,2024-08-04,,Employment and earnings,Sarah Gibson,5239,Councillor,,,False,Wiltshire Council,False,False,,"Council House Bourne Hill, Salisbury SP1 3UZ",,https://interests-api.parliament.uk/api/v1/Interests/7013
8348,,Director of Diplomatic and International Relations - C40 Cities,2024-08-02,2024-08-04,,Employment and earnings,Uma Kumaran,5278,Director of Diplomatic and International Relations,,06/07/2024,True,C40 Cities,False,False,C40 cities climate leadership group,"C40 Cities, 3 Queen Victoria Street London EC4N 4TQ",,https://interests-api.parliament.uk/api/v1/Interests/8348
9001,,"Chartered Rural Surveyor, Associate - Copewell Ltd",2024-08-02,2024-08-04,,Employment and earnings,Harriet Cross,5311,"Chartered Rural Surveyor, Associate",,05/07/2024,True,Copewell Ltd,False,False,Property Consultancy,Bidwell House Trumpington Road Cambridge CB2 9LD,,https://interests-api.parliament.uk/api/v1/Interests/9001
9009,,Self-employed barrister - Anonymous Donor Trust,2024-08-01,2024-08-04,,Employment and earnings,Sarah Sackman,5204,Self-employed barrister,,10/05/2024,True,Anonymous Donor Trust,False,False,A small charity who focuses on activities and issues connected to Richmond Park,"104 Richmond Hill, Richmond TW10 6RJ",,https://interests-api.parliament.uk/api/v1/Interests/9009
9069,,District Councillor - Bassetlaw District Council,2024-08-01,2024-08-04,,Employment and earnings,James Naish,5047,District Councillor,,,False,Bassetlaw District Council,False,False,Local government administration,"Town Hall Queens Buildings, Potter Street, Worksop S80 2AH",False,https://interests-api.parliament.uk/api/v1/Interests/9069
10153,,Public Affairs Manager - Wavelength,2024-08-04,2024-08-04,,Employment and earnings,Kirith Entwistle,5095,Public Affairs Manager,,20/05/2024,True,Wavelength,False,False,Charity,"47-51 Norfolk Street, Cambridge CB12LD",,https://interests-api.parliament.uk/api/v1/Interests/10153
9521,,Chair of Board of Trustees - Local Government Information Unit,2024-08-02,2024-08-04,,Employment and earnings,Michael Payne,5146,Chair of Board of Trustees,,,False,Local Government Information Unit,False,True,Local government (not-for-profit) membership organisation.,"251-255 Pentonville Road, London N1 9NG",,https://interests-api.parliament.uk/api/v1/Interests/9521
9627,,Self-employment barrister - St Mary's Catholic Primary School,2024-08-03,2024-08-04,,Employment and earnings,Sarah Sackman,5204,Self-employment barrister,,24/05/2024,True,St Mary's Catholic Primary School,False,False,,"St Mary's Catholic Primary School, Station Road, Chingford London, E4 7BJ",,https://interests-api.parliament.uk/api/v1/Interests/9627
9699,,Local Government Council Review Team - Peer Reviewer - Local Government Association (LGA),2024-08-02,2024-08-04,,Employment and earnings,Dr Beccy Cooper,5307,Local Government Council Review Team - Peer Reviewer,,05/07/2024,True,Local Government Association (LGA),False,False,,"18 Smith Square, Westminster SW1P 3HZ",,https://interests-api.parliament.uk/api/v1/Interests/9699
9849,,Employee - LSEG plc,2024-08-03,2024-08-04,,Employment and earnings,Callum Anderson,5193,Employee,,05/07/2024,True,LSEG plc,False,False,,"10 Paternoster Square, London, EC4M 7LS",,https://interests-api.parliament.uk/api/v1/Interests/9849
8839,,"Work as consultant delivering international aid programmes. - East West Management Institute, Georgia.",2024-08-01,2024-08-04,,Employment and earnings,Blair McDougall,5076,Work as consultant delivering international aid programmes.,17/03/2024,22/03/2024,True,"East West Management Institute, Georgia.",False,False,Organisation for managing and delivering governance and development aid.,"PQ5V+6HF, Kote Marjanishvili St, Tbilisi, Georgia.",,https://interests-api.parliament.uk/api/v1/Interests/8839
8550,,Director - Alpha Eye Clinic LTD,2024-07-31,2024-08-04,,Employment and earnings,Shockat Adam,5120,Director,,,False,Alpha Eye Clinic LTD,False,True,Ophthalmology services,S11 The Atkins Building lower Bond Street  Hinckley LE10 1QU,,https://interests-api.parliament.uk/api/v1/Interests/8550
8538,,Television appearance - Middlesex Broadcasting Corporation,2024-07-31,2024-08-04,,Employment and earnings,Barry Gardiner,146,Television appearance,,,False,Middlesex Broadcasting Corporation,False,False,Broadcasting Corporation,"1 Stanley House, Stanley Avenue, Wembley HA0 4JB",,https://interests-api.parliament.uk/api/v1/Interests/8538
8713,,Councillor - Cornwall Council,2024-08-04,2024-08-04,,Employment and earnings,Andrew George,227,Councillor,,01/05/2025,True,Cornwall Council,False,False,Local authority,"County Hall, Truro, Kernow TR1 2EY",,https://interests-api.parliament.uk/api/v1/Interests/8713
7108,,Speaking engagement - Labour North West,2024-08-01,2024-08-04,,Employment and earnings,Bridget Phillipson,4046,Speaking engagement,,,False,Labour North West,False,False,Labour North West regional party,"Rutherford House, Floor 2, Suite 6B Warrington Road, Birchwood WA3 6ZH",False,https://interests-api.parliament.uk/api/v1/Interests/7108
7153,,Councillor - Norwich City Council,2024-07-25,2024-08-04,,Employment and earnings,Peter Prinsley,5163,Councillor,,,False,Norwich City Council,False,False,,"Norwich City Hall, St Peters St, Norwich NR2 1NH",,https://interests-api.parliament.uk/api/v1/Interests/7153
8631,,Devon County Councillor - Devon County Council,2024-08-01,2024-08-04,,Employment and earnings,Ian Roome,5138,Devon County Councillor,,,False,Devon County Council,False,False,County Council,"Devon County Council, Topsham Road County Hall, Exeter EX2 4QD",,https://interests-api.parliament.uk/api/v1/Interests/8631
6186,,Chief Executive - Cornwall Community Land Trust,2024-08-04,2024-08-04,,Employment and earnings,Andrew George,227,Chief Executive,,,False,Cornwall Community Land Trust,False,False,Charity housing,"The Penwith Centre, Parade St, Penzance TR18 2ES",False,https://interests-api.parliament.uk/api/v1/Interests/6186
9757,,Primary Care Communications Manager - NHS Birmingham and Solihull Integrated Care Board,2024-08-04,2024-08-04,,Employment and earnings,Josh Newbury,5034,Primary Care Communications Manager,,05/07/2024,True,NHS Birmingham and Solihull Integrated Care Board,False,False,NHS commissioning organisation,"Alpha Tower, Suffolk Street Queensway, Birmingham B1 1TT",,https://interests-api.parliament.uk/api/v1/Interests/9757
7539,,Voluntary Services Manager - NHS Lanarkshire,2024-08-03,2024-08-04,,Employment and earnings,Katrina Murray,5309,Voluntary Services Manager,,04/08/2024,True,NHS Lanarkshire,False,False,NHS Board,"Kirklands Hospital, Fallside Road, Bothwell G71 8BB",,https://interests-api.parliament.uk/api/v1/Interests/7539
8070,,Local councillor - East Ayrshire council,2024-08-02,2024-08-04,,Employment and earnings,Elaine Stewart,5206,Local councillor,,,False,East Ayrshire council,False,False,Local authority,"London Road, Kilmarnock, East Ayrshire KA37BU",,https://interests-api.parliament.uk/api/v1/Interests/8070
8018,,Unitary  Councillor - Milton Keynes City Council,2024-08-02,2024-08-04,,Employment and earnings,Emily Darlington,5139,Unitary  Councillor,,,False,Milton Keynes City Council,False,False,,1 Saxon Gate MK9 3EJ,,https://interests-api.parliament.uk/api/v1/Interests/8018
7715,,CCO - Optibrium Ltd.,2024-07-29,2024-08-04,,Employment and earnings,Steve Yemm,5194,CCO,,05/07/2024,True,Optibrium Ltd.,False,False,Software Company,"F10-13 Blenheim House, Cambridge Innovation Park, Denny End Road, Waterbeach, Cambridge CB25 9GL",,https://interests-api.parliament.uk/api/v1/Interests/7715
7973,,"Head of Policy and Public Affairs - BCS, the Chartered Institute for IT",2024-07-29,2024-08-04,,Employment and earnings,Dan Aldridge,5172,Head of Policy and Public Affairs,,05/07/2024,True,"BCS, the Chartered Institute for IT",False,False,A Chartered Institute and professional body,3 Newbridge Square Swindon SN1 1BY,,https://interests-api.parliament.uk/api/v1/Interests/7973
9041,,Councillor (Ward 8) - City of Edinburgh Council,2024-08-02,2024-08-04,,Employment and earnings,Dr Scott Arthur,5212,Councillor (Ward 8),,,False,City of Edinburgh Council,False,False,Local Government,"High Street, Edinburgh, EH1 1YJ.",,https://interests-api.parliament.uk/api/v1/Interests/9041
9225,,External Examiner - University of Bolton,2024-08-02,2024-08-04,,Employment and earnings,Dr Scott Arthur,5212,External Examiner,,30/09/2024,True,University of Bolton,False,False,Higher Education,"A676 Deane Rd, Bolton",,https://interests-api.parliament.uk/api/v1/Interests/9225
9344,,Senior Fellow - Centre for Social Justice,2024-08-02,2024-08-04,,Employment and earnings,Patrick Spencer,5303,Senior Fellow,,05/07/2024,True,Centre for Social Justice,False,False,Think Tank,"Kings Building, Smith Square, SW1P 3HQ",,https://interests-api.parliament.uk/api/v1/Interests/9344
10097,,Local Councillor - Chichester District Council,2024-08-04,2024-08-04,,Employment and earnings,Jess Brown-Fuller,5335,Local Councillor,,,False,Chichester District Council,False,False,District Council,"East Pallant House, Chichester District Council, Chichester, PO19 1TY",,https://interests-api.parliament.uk/api/v1/Interests/10097
8764,,District Councillor - Lewes District Council,2024-08-01,2024-08-04,,Employment and earnings,James MacCleary,5265,District Councillor,,06/05/2027,True,Lewes District Council,False,False,,"6 High Street, Lewes, BN7 2AD",,https://interests-api.parliament.uk/api/v1/Interests/8764
6002,,Strategy Consultant - Materials Processing Institute,2024-07-10,2024-08-04,,Employment and earnings,Chris McDonald,5116,Strategy Consultant,,04/07/2024,True,Materials Processing Institute,False,False,Research and innovation organisation,"Eston Road, Middlesbrough TS6 6US",,https://interests-api.parliament.uk/api/v1/Interests/6002
8273,,District Councillor - East Cambridgeshire District Council,2024-07-30,2024-08-04,,Employment and earnings,Charlotte Cane,5182,District Councillor,,,False,East Cambridgeshire District Council,False,False,District Council,"The Grange, Nutholt Lane Ely CB7 4EE",,https://interests-api.parliament.uk/api/v1/Interests/8273
5989,,Barrister - Legal Aid Agency,2024-08-03,2024-08-03,,Employment and earnings,Tony Vaughan,5067,Barrister,,,False,Legal Aid Agency,False,False,"Legal services provided by me to a lay client, who is assisted by the Agency.","102 Petty France, London SW1H 9AJ",,https://interests-api.parliament.uk/api/v1/Interests/5989
9605,,Self-employed barrister - London Borough of Camden Planning Department,2024-08-03,2024-08-03,,Employment and earnings,Sarah Sackman,5204,Self-employed barrister,,24/05/2024,True,London Borough of Camden Planning Department,False,False,,"5 Pancras Square, London N1C 4AG",,https://interests-api.parliament.uk/api/v1/Interests/9605
7875,,NatWest Group PLC - NatWest Group PLC,2024-08-01,2024-08-03,,Employment and earnings,Phil Brickell,5128,NatWest Group PLC,,15/07/2024,True,NatWest Group PLC,False,False,,"36 St Andrew Square, Edinburgh EH2 2YB",,https://interests-api.parliament.uk/api/v1/Interests/7875
7878,,Councillor - Manchester City Council,2024-07-30,2024-08-03,,Employment and earnings,Phil Brickell,5128,Councillor,,29/07/2024,True,Manchester City Council,False,False,,"City of Manchester, Town Hall, Manchester M60 2JR",,https://interests-api.parliament.uk/api/v1/Interests/7878
6402,,Freelance work as an Accountant and Business Consultant - Plumtree Hotels Ltd,2024-08-03,2024-08-03,,Employment and earnings,Andrew Ranger,5046,Freelance work as an Accountant and Business Consultant,,,False,Plumtree Hotels Ltd,False,True,Management of hotels,"Dragon Hotel, Market Square, Montgomery, Powys SY15 6PA",,https://interests-api.parliament.uk/api/v1/Interests/6402
9814,,Editor - Millennium Steel Publishing,2024-08-03,2024-08-03,,Employment and earnings,Chris McDonald,5116,Editor,,,False,Millennium Steel Publishing,True,False,Publishing scientific and technological journals for industry.,,,https://interests-api.parliament.uk/api/v1/Interests/9814
9883,,Writer - Subscribers to my newsletter.,2024-08-03,2024-08-03,,Employment and earnings,Blair McDougall,5076,Writer,,,False,Subscribers to my newsletter.,True,False,This payment is the aggregate subscription payments of around 50 subscribers to my newsletter.,,,https://interests-api.parliament.uk/api/v1/Interests/9883
6397,,Council Leader - Worthing Borough Council,2024-08-02,2024-08-02,2024-09-15,Employment and earnings,Dr Beccy Cooper,5307,Council Leader,,08/07/2024,True,Worthing Borough Council,False,False,,"Town Hall, Chapel Rd, Worthing BN11 1HA",,https://interests-api.parliament.uk/api/v1/Interests/6397
6136,,Leader of Camden Council - Camden council,2024-08-02,2024-08-02,,Employment and earnings,Georgia Gould,5305,Leader of Camden Council,,11/07/2024,True,Camden council,False,False,,"5 Pancras Square, London N1C 4AG",,https://interests-api.parliament.uk/api/v1/Interests/6136
7612,,Head of Campaigns and External Affairs - Enable,2024-07-26,2024-08-02,,Employment and earnings,Richard Baker,5253,Head of Campaigns and External Affairs,,05/07/2024,True,Enable,False,False,Disability third sector organisation.,"Inspire House, 3 Renshaw Place, Eurocentral, Lanarkshire ML1 4UF",,https://interests-api.parliament.uk/api/v1/Interests/7612
9298,,Senior Advisor - Oceana,2024-08-02,2024-08-02,,Employment and earnings,Anna Gelderd,5353,Senior Advisor,,05/07/2024,True,Oceana,False,False,Conservation Charity,"C/O Bates Wells & Braithwaite, 10 Queen Street Place, London EC4R 1BE",,https://interests-api.parliament.uk/api/v1/Interests/9298
9220,,External Examiner - University College London,2024-08-02,2024-08-02,,Employment and earnings,Dr Scott Arthur,5212,External Examiner,,30/09/2024,True,University College London,False,False,Higher Education,"Gower St, London WC1E 6BT",,https://interests-api.parliament.uk/api/v1/Interests/9220
9486,,County Councillor - Nottinghamshire County Council,2024-08-02,2024-08-02,,Employment and earnings,Michael Payne,5146,County Councillor,,,False,Nottinghamshire County Council,False,False,,"County Hall, Loughborough Road, West Bridgford, Nottinghamshire NG2 7PQ",,https://interests-api.parliament.uk/api/v1/Interests/9486
6326,,Councillor for Cornwall Council - Cornwall Council,2024-08-02,2024-08-02,,Employment and earnings,Jayne Kirkham,5279,Councillor for Cornwall Council,,,False,Cornwall Council,False,False,unitary council,"Cornwall Council, Treyew Road, Truro, Cornwall TR1 3AY",,https://interests-api.parliament.uk/api/v1/Interests/6326
8634,,Chair (until 31 May 2024) and Board Member of City Regions Board LGA - Local Government Association,2024-08-02,2024-08-02,,Employment and earnings,Satvir Kaur,5271,Chair (until 31 May 2024) and Board Member of City Regions Board LGA,,31/07/2024,True,Local Government Association,False,False,,"18 Smith Square, London SW1P 3HZ",,https://interests-api.parliament.uk/api/v1/Interests/8634
6850,,Unitary Councillor - Wiltshire Council,2024-08-02,2024-08-02,,Employment and earnings,Brian Mathew,5214,Unitary Councillor,,,False,Wiltshire Council,False,False,,"County Hall, Bythesea road, Trowbridge, Wiltshire BA14 8JN",,https://interests-api.parliament.uk/api/v1/Interests/6850
7008,,Borough Councillor & Deputy Leader of the Council - Gedling Borough Council,2024-08-02,2024-08-02,,Employment and earnings,Michael Payne,5146,Borough Councillor & Deputy Leader of the Council,,,False,Gedling Borough Council,False,False,,"Civic Centre, Arnot Hill Park, Arnold, Nottingham NG5 6LU",,https://interests-api.parliament.uk/api/v1/Interests/7008
6095,,Local government officer - Lancashire County Council,2024-08-02,2024-08-02,,Employment and earnings,Maya Ellis,5228,Local government officer,,05/07/2024,True,Lancashire County Council,False,False,,"County Hall, Preston PR1 8RL",,https://interests-api.parliament.uk/api/v1/Interests/6095
8967,,Company director - Open Door Property Ltd,2024-08-02,2024-08-02,,Employment and earnings,James Naish,5047,Company director,,,False,Open Door Property Ltd,False,True,Property sales and consulting,"Office 5 Rec 2, Retford Enterprise Centre, Randall Way, Retford, DN22 7GR",,https://interests-api.parliament.uk/api/v1/Interests/8967
6036,,Employee (Teaching/Research) - Royal Holloway University,2024-08-02,2024-08-02,,Employment and earnings,Dr Al Pinkerton,5288,Employee (Teaching/Research),10/09/2008,,False,Royal Holloway University,False,False,Higher Education institution,"Egham, Surrey TW20 0EX",,https://interests-api.parliament.uk/api/v1/Interests/6036
9160,,Chief Executive Officer - MCS Charitable Foundation,2024-08-02,2024-08-02,,Employment and earnings,Adrian Ramsay,5320,Chief Executive Officer,,05/07/2024,True,MCS Charitable Foundation,False,False,"Charity advocating for decarbonising homes, heat and energy","First Floor, Violet 3, Sci-Tech Daresbury, Keckwick Lane, Chesire WA4 4AB",,https://interests-api.parliament.uk/api/v1/Interests/9160
6345,,Local councillor - Aberdeenshire Council,2024-07-29,2024-08-02,,Employment and earnings,Seamus Logan,5280,Local councillor,,30/08/2024,True,Aberdeenshire Council,False,False,,"Woodhill House, Westburn Road AB16 5GB",,https://interests-api.parliament.uk/api/v1/Interests/6345
6542,,Tribunal member for PSA (phone paid services/ofcom) - PSA - Phone Paid Services Authority,2024-08-02,2024-08-02,,Employment and earnings,Martin Wrigley,5111,Tribunal member for PSA (phone paid services/ofcom),,,False,PSA - Phone Paid Services Authority,False,False,Telecoms regulator,"c/o Ofcom, Riverside House. 2a Southwark Bridge Road, London SE1 9HA",,https://interests-api.parliament.uk/api/v1/Interests/6542
6762,,"Teaching and researching - Blavatnik School of Government, Oxford University",2024-08-02,2024-08-02,,Employment and earnings,Calum Miller,5346,Teaching and researching,,15/07/2024,True,"Blavatnik School of Government, Oxford University",False,False,,"Radcliffe Observatory Quarter, Woodstock Road, Oxford OX2 6GG",,https://interests-api.parliament.uk/api/v1/Interests/6762
6646,,Councillor - Merton Council,2024-08-02,2024-08-02,,Employment and earnings,Mr Paul Kohler,5321,Councillor,,,False,Merton Council,False,False,,"Merton Civic Centre, London Road, Morden SM4 5DX",,https://interests-api.parliament.uk/api/v1/Interests/6646
